#      Name	     Mass	    Gamma	 Spin	Isospin	   I3	Nq	Ns	Naq	Nas	Nc	Nac	       MC	   Nyield
# pi0139plu	 0.139570	0.00000e+00	  0.0	  1.0	  1.0	1	0	1	0	0	0	      211	0.00101849
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    3.95957e-01	    1.39570e-01	    4.69413e-02	    8.50565e-02	    5.14395e-03	    1.93616e-02	    1.24070e-02	   -9.68479e-03	    1.02953e-02	    2.34976e-01	    5.44189e-01	    1.73643e-02	    3.62779e-02	    3.45714e-02
    4.00157e-01	    1.39570e-01	    4.63254e-02	    8.33943e-02	    5.23471e-03	    1.92178e-02	    1.25040e-02	   -9.63378e-03	    9.74539e-03	    2.32849e-01	    5.33917e-01	    1.73551e-02	    3.57283e-02	    3.42980e-02
    4.04368e-01	    1.39570e-01	    4.57072e-02	    8.17513e-02	    5.32523e-03	    1.90729e-02	    1.25955e-02	   -9.58402e-03	    9.20571e-03	    2.30682e-01	    5.23776e-01	    1.73407e-02	    3.51859e-02	    3.40171e-02
    4.08593e-01	    1.39570e-01	    4.50870e-02	    8.01278e-02	    5.41531e-03	    1.89269e-02	    1.26814e-02	   -9.53544e-03	    8.67649e-03	    2.28478e-01	    5.13767e-01	    1.73210e-02	    3.46504e-02	    3.37291e-02
    4.12829e-01	    1.39570e-01	    4.44652e-02	    7.85240e-02	    5.50473e-03	    1.87799e-02	    1.27617e-02	   -9.48800e-03	    8.15792e-03	    2.26239e-01	    5.03890e-01	    1.72959e-02	    3.41217e-02	    3.34342e-02
    4.17079e-01	    1.39570e-01	    4.38421e-02	    7.69402e-02	    5.59330e-03	    1.86320e-02	    1.28362e-02	   -9.44163e-03	    7.65016e-03	    2.23967e-01	    4.94145e-01	    1.72656e-02	    3.35997e-02	    3.31329e-02
    4.21341e-01	    1.39570e-01	    4.32181e-02	    7.53765e-02	    5.68083e-03	    1.84831e-02	    1.29051e-02	   -9.39626e-03	    7.15336e-03	    2.21663e-01	    4.84531e-01	    1.72299e-02	    3.30842e-02	    3.28254e-02
    4.25616e-01	    1.39570e-01	    4.25935e-02	    7.38330e-02	    5.76714e-03	    1.83334e-02	    1.29681e-02	   -9.35182e-03	    6.66763e-03	    2.19330e-01	    4.75050e-01	    1.71890e-02	    3.25751e-02	    3.25121e-02
    4.29905e-01	    1.39570e-01	    4.19686e-02	    7.23100e-02	    5.85206e-03	    1.81828e-02	    1.30255e-02	   -9.30822e-03	    6.19308e-03	    2.16970e-01	    4.65701e-01	    1.71428e-02	    3.20721e-02	    3.21932e-02
    4.34206e-01	    1.39570e-01	    4.13437e-02	    7.08074e-02	    5.93542e-03	    1.80314e-02	    1.30771e-02	   -9.26538e-03	    5.72980e-03	    2.14584e-01	    4.56484e-01	    1.70914e-02	    3.15753e-02	    3.18692e-02
    4.38522e-01	    1.39570e-01	    4.07192e-02	    6.93254e-02	    6.01707e-03	    1.78793e-02	    1.31230e-02	   -9.22322e-03	    5.27787e-03	    2.12175e-01	    4.47398e-01	    1.70349e-02	    3.10843e-02	    3.15403e-02
    4.42851e-01	    1.39570e-01	    4.00953e-02	    6.78641e-02	    6.09688e-03	    1.77264e-02	    1.31631e-02	   -9.18165e-03	    4.83733e-03	    2.09744e-01	    4.38442e-01	    1.69732e-02	    3.05992e-02	    3.12069e-02
    4.47194e-01	    1.39570e-01	    3.94723e-02	    6.64235e-02	    6.17469e-03	    1.75728e-02	    1.31976e-02	   -9.14056e-03	    4.40822e-03	    2.07293e-01	    4.29618e-01	    1.69066e-02	    3.01198e-02	    3.08691e-02
    4.51551e-01	    1.39570e-01	    3.88506e-02	    6.50037e-02	    6.25040e-03	    1.74186e-02	    1.32265e-02	   -9.09987e-03	    3.99056e-03	    2.04823e-01	    4.20923e-01	    1.68350e-02	    2.96459e-02	    3.05275e-02
    4.55923e-01	    1.39570e-01	    3.82304e-02	    6.36046e-02	    6.32387e-03	    1.72637e-02	    1.32498e-02	   -9.05949e-03	    3.58437e-03	    2.02338e-01	    4.12358e-01	    1.67585e-02	    2.91776e-02	    3.01821e-02
    4.60309e-01	    1.39570e-01	    3.76120e-02	    6.22262e-02	    6.39499e-03	    1.71082e-02	    1.32676e-02	   -9.01932e-03	    3.18963e-03	    1.99837e-01	    4.03922e-01	    1.66772e-02	    2.87146e-02	    2.98334e-02
    4.64709e-01	    1.39570e-01	    3.69956e-02	    6.08687e-02	    6.46368e-03	    1.69521e-02	    1.32799e-02	   -8.97927e-03	    2.80633e-03	    1.97324e-01	    3.95613e-01	    1.65912e-02	    2.82568e-02	    2.94815e-02
    4.69125e-01	    1.39570e-01	    3.63815e-02	    5.95318e-02	    6.52982e-03	    1.67955e-02	    1.32868e-02	   -8.93924e-03	    2.43443e-03	    1.94799e-01	    3.87432e-01	    1.65006e-02	    2.78043e-02	    2.91269e-02
    4.73555e-01	    1.39570e-01	    3.57700e-02	    5.82157e-02	    6.59334e-03	    1.66383e-02	    1.32884e-02	   -8.89915e-03	    2.07389e-03	    1.92264e-01	    3.79378e-01	    1.64055e-02	    2.73569e-02	    2.87697e-02
    4.78001e-01	    1.39570e-01	    3.51613e-02	    5.69202e-02	    6.65416e-03	    1.64807e-02	    1.32848e-02	   -8.85891e-03	    1.72465e-03	    1.89721e-01	    3.71449e-01	    1.63061e-02	    2.69144e-02	    2.84102e-02
    4.82462e-01	    1.39570e-01	    3.45556e-02	    5.56452e-02	    6.71220e-03	    1.63225e-02	    1.32760e-02	   -8.81842e-03	    1.38663e-03	    1.87171e-01	    3.63645e-01	    1.62023e-02	    2.64769e-02	    2.80486e-02
    4.86939e-01	    1.39570e-01	    3.39532e-02	    5.43908e-02	    6.76741e-03	    1.61640e-02	    1.32621e-02	   -8.77761e-03	    1.05976e-03	    1.84616e-01	    3.55965e-01	    1.60944e-02	    2.60443e-02	    2.76853e-02
    4.91432e-01	    1.39570e-01	    3.33543e-02	    5.31567e-02	    6.81972e-03	    1.60050e-02	    1.32433e-02	   -8.73640e-03	    7.43957e-04	    1.82057e-01	    3.48407e-01	    1.59824e-02	    2.56164e-02	    2.73205e-02
    4.95941e-01	    1.39570e-01	    3.27591e-02	    5.19430e-02	    6.86909e-03	    1.58456e-02	    1.32195e-02	   -8.69470e-03	    4.39111e-04	    1.79496e-01	    3.40972e-01	    1.58665e-02	    2.51933e-02	    2.69543e-02
    5.00466e-01	    1.39570e-01	    3.21677e-02	    5.07495e-02	    6.91547e-03	    1.56859e-02	    1.31910e-02	   -8.65245e-03	    1.45116e-04	    1.76933e-01	    3.33657e-01	    1.57467e-02	    2.47748e-02	    2.65871e-02
    5.05007e-01	    1.39570e-01	    3.15805e-02	    4.95760e-02	    6.95883e-03	    1.55259e-02	    1.31579e-02	   -8.60956e-03	   -1.38142e-04	    1.74371e-01	    3.26463e-01	    1.56233e-02	    2.43610e-02	    2.62190e-02
    5.09565e-01	    1.39570e-01	    3.09975e-02	    4.84225e-02	    6.99914e-03	    1.53655e-02	    1.31201e-02	   -8.56598e-03	   -4.10789e-04	    1.71810e-01	    3.19387e-01	    1.54964e-02	    2.39516e-02	    2.58503e-02
    5.14140e-01	    1.39570e-01	    3.04190e-02	    4.72889e-02	    7.03636e-03	    1.52048e-02	    1.30778e-02	   -8.52163e-03	   -6.72956e-04	    1.69252e-01	    3.12429e-01	    1.53660e-02	    2.35468e-02	    2.54811e-02
    5.18732e-01	    1.39570e-01	    2.98451e-02	    4.61749e-02	    7.07049e-03	    1.50439e-02	    1.30312e-02	   -8.47646e-03	   -9.24780e-04	    1.66698e-01	    3.05587e-01	    1.52322e-02	    2.31464e-02	    2.51118e-02
    5.23341e-01	    1.39570e-01	    2.92759e-02	    4.50805e-02	    7.10151e-03	    1.48828e-02	    1.29804e-02	   -8.43042e-03	   -1.16641e-03	    1.64149e-01	    2.98861e-01	    1.50954e-02	    2.27504e-02	    2.47424e-02
    5.27968e-01	    1.39570e-01	    2.87117e-02	    4.40055e-02	    7.12940e-03	    1.47214e-02	    1.29254e-02	   -8.38344e-03	   -1.39799e-03	    1.61605e-01	    2.92248e-01	    1.49554e-02	    2.23588e-02	    2.43732e-02
    5.32613e-01	    1.39570e-01	    2.81526e-02	    4.29497e-02	    7.15417e-03	    1.45599e-02	    1.28663e-02	   -8.33549e-03	   -1.61967e-03	    1.59070e-01	    2.85749e-01	    1.48126e-02	    2.19715e-02	    2.40044e-02
    5.37275e-01	    1.39570e-01	    2.75987e-02	    4.19130e-02	    7.17582e-03	    1.43982e-02	    1.28033e-02	   -8.28652e-03	   -1.83163e-03	    1.56542e-01	    2.79362e-01	    1.46670e-02	    2.15884e-02	    2.36361e-02
    5.41956e-01	    1.39570e-01	    2.70501e-02	    4.08951e-02	    7.19435e-03	    1.42363e-02	    1.27366e-02	   -8.23648e-03	   -2.03402e-03	    1.54024e-01	    2.73086e-01	    1.45187e-02	    2.12096e-02	    2.32685e-02
    5.46655e-01	    1.39570e-01	    2.65070e-02	    3.98960e-02	    7.20978e-03	    1.40744e-02	    1.26661e-02	   -8.18535e-03	   -2.22700e-03	    1.51516e-01	    2.66919e-01	    1.43679e-02	    2.08350e-02	    2.29018e-02
    5.51373e-01	    1.39570e-01	    2.59695e-02	    3.89155e-02	    7.22211e-03	    1.39124e-02	    1.25920e-02	   -8.13310e-03	   -2.41077e-03	    1.49019e-01	    2.60860e-01	    1.42147e-02	    2.04646e-02	    2.25361e-02
    5.56110e-01	    1.39570e-01	    2.54376e-02	    3.79533e-02	    7.23137e-03	    1.37503e-02	    1.25144e-02	   -8.07969e-03	   -2.58548e-03	    1.46534e-01	    2.54908e-01	    1.40593e-02	    2.00983e-02	    2.21716e-02
    5.60866e-01	    1.39570e-01	    2.49116e-02	    3.70092e-02	    7.23758e-03	    1.35882e-02	    1.24335e-02	   -8.02510e-03	   -2.75132e-03	    1.44062e-01	    2.49062e-01	    1.39017e-02	    1.97361e-02	    2.18085e-02
    5.65641e-01	    1.39570e-01	    2.43915e-02	    3.60832e-02	    7.24076e-03	    1.34261e-02	    1.23494e-02	   -7.96932e-03	   -2.90847e-03	    1.41603e-01	    2.43321e-01	    1.37422e-02	    1.93780e-02	    2.14469e-02
    5.70436e-01	    1.39570e-01	    2.38773e-02	    3.51749e-02	    7.24094e-03	    1.32641e-02	    1.22621e-02	   -7.91232e-03	   -3.05711e-03	    1.39159e-01	    2.37683e-01	    1.35807e-02	    1.90240e-02	    2.10868e-02
    5.75250e-01	    1.39570e-01	    2.33692e-02	    3.42842e-02	    7.23816e-03	    1.31021e-02	    1.21718e-02	   -7.85411e-03	   -3.19742e-03	    1.36731e-01	    2.32147e-01	    1.34176e-02	    1.86740e-02	    2.07286e-02
    5.80085e-01	    1.39570e-01	    2.28673e-02	    3.34109e-02	    7.23244e-03	    1.29401e-02	    1.20786e-02	   -7.79466e-03	   -3.32960e-03	    1.34318e-01	    2.26711e-01	    1.32528e-02	    1.83280e-02	    2.03722e-02
    5.84941e-01	    1.39570e-01	    2.23715e-02	    3.25549e-02	    7.22384e-03	    1.27783e-02	    1.19826e-02	   -7.73398e-03	   -3.45383e-03	    1.31922e-01	    2.21376e-01	    1.30865e-02	    1.79860e-02	    2.00179e-02
    5.89816e-01	    1.39570e-01	    2.18820e-02	    3.17157e-02	    7.21238e-03	    1.26166e-02	    1.18839e-02	   -7.67207e-03	   -3.57029e-03	    1.29543e-01	    2.16139e-01	    1.29188e-02	    1.76481e-02	    1.96656e-02
    5.94713e-01	    1.39570e-01	    2.13988e-02	    3.08934e-02	    7.19811e-03	    1.24551e-02	    1.17826e-02	   -7.60893e-03	   -3.67918e-03	    1.27182e-01	    2.10998e-01	    1.27498e-02	    1.73140e-02	    1.93157e-02
    5.99631e-01	    1.39570e-01	    2.09220e-02	    3.00877e-02	    7.18108e-03	    1.22938e-02	    1.16788e-02	   -7.54456e-03	   -3.78069e-03	    1.24840e-01	    2.05954e-01	    1.25798e-02	    1.69839e-02	    1.89680e-02
    6.04571e-01	    1.39570e-01	    2.04517e-02	    2.92983e-02	    7.16133e-03	    1.21327e-02	    1.15727e-02	   -7.47898e-03	   -3.87500e-03	    1.22517e-01	    2.01004e-01	    1.24087e-02	    1.66578e-02	    1.86228e-02
    6.09532e-01	    1.39570e-01	    1.99878e-02	    2.85250e-02	    7.13892e-03	    1.19718e-02	    1.14644e-02	   -7.41220e-03	   -3.96230e-03	    1.20213e-01	    1.96148e-01	    1.22367e-02	    1.63355e-02	    1.82802e-02
    6.14515e-01	    1.39570e-01	    1.95304e-02	    2.77677e-02	    7.11389e-03	    1.18113e-02	    1.13538e-02	   -7.34423e-03	   -4.04279e-03	    1.17930e-01	    1.91384e-01	    1.20639e-02	    1.60171e-02	    1.79402e-02
    6.19520e-01	    1.39570e-01	    1.90795e-02	    2.70262e-02	    7.08631e-03	    1.16510e-02	    1.12413e-02	   -7.27510e-03	   -4.11664e-03	    1.15667e-01	    1.86711e-01	    1.18904e-02	    1.57026e-02	    1.76029e-02
    6.24548e-01	    1.39570e-01	    1.86352e-02	    2.63002e-02	    7.05621e-03	    1.14911e-02	    1.11268e-02	   -7.20482e-03	   -4.18406e-03	    1.13425e-01	    1.82127e-01	    1.17163e-02	    1.53920e-02	    1.72684e-02
    6.29598e-01	    1.39570e-01	    1.81974e-02	    2.55894e-02	    7.02366e-03	    1.13315e-02	    1.10104e-02	   -7.13341e-03	   -4.24522e-03	    1.11205e-01	    1.77632e-01	    1.15418e-02	    1.50852e-02	    1.69369e-02
    6.34672e-01	    1.39570e-01	    1.77663e-02	    2.48938e-02	    6.98873e-03	    1.11723e-02	    1.08923e-02	   -7.06092e-03	   -4.30031e-03	    1.09007e-01	    1.73224e-01	    1.13669e-02	    1.47823e-02	    1.66083e-02
    6.39769e-01	    1.39570e-01	    1.73417e-02	    2.42131e-02	    6.95145e-03	    1.10135e-02	    1.07726e-02	   -6.98735e-03	   -4.34952e-03	    1.06831e-01	    1.68903e-01	    1.11918e-02	    1.44832e-02	    1.62827e-02
    6.44890e-01	    1.39570e-01	    1.69238e-02	    2.35470e-02	    6.91191e-03	    1.08552e-02	    1.06513e-02	   -6.91275e-03	   -4.39303e-03	    1.04678e-01	    1.64666e-01	    1.10165e-02	    1.41879e-02	    1.59602e-02
    6.50035e-01	    1.39570e-01	    1.65124e-02	    2.28954e-02	    6.87015e-03	    1.06973e-02	    1.05286e-02	   -6.83714e-03	   -4.43101e-03	    1.02548e-01	    1.60513e-01	    1.08411e-02	    1.38964e-02	    1.56410e-02
    6.55204e-01	    1.39570e-01	    1.61077e-02	    2.22580e-02	    6.82624e-03	    1.05400e-02	    1.04045e-02	   -6.76057e-03	   -4.46366e-03	    1.00441e-01	    1.56442e-01	    1.06658e-02	    1.36087e-02	    1.53249e-02
    6.60398e-01	    1.39570e-01	    1.57095e-02	    2.16346e-02	    6.78024e-03	    1.03832e-02	    1.02792e-02	   -6.68306e-03	   -4.49114e-03	    9.83575e-02	    1.52453e-01	    1.04905e-02	    1.33247e-02	    1.50122e-02
    6.65617e-01	    1.39570e-01	    1.53180e-02	    2.10251e-02	    6.73222e-03	    1.02269e-02	    1.01527e-02	   -6.60465e-03	   -4.51364e-03	    9.62981e-02	    1.48544e-01	    1.03155e-02	    1.30446e-02	    1.47028e-02
    6.70861e-01	    1.39570e-01	    1.49331e-02	    2.04292e-02	    6.68223e-03	    1.00713e-02	    1.00251e-02	   -6.52539e-03	   -4.53132e-03	    9.42629e-02	    1.44713e-01	    1.01408e-02	    1.27681e-02	    1.43967e-02
    6.76130e-01	    1.39570e-01	    1.45547e-02	    1.98467e-02	    6.63035e-03	    9.91623e-03	    9.89656e-03	   -6.44531e-03	   -4.54436e-03	    9.22521e-02	    1.40961e-01	    9.96654e-03	    1.24954e-02	    1.40942e-02
    6.81425e-01	    1.39570e-01	    1.41828e-02	    1.92774e-02	    6.57664e-03	    9.76183e-03	    9.76709e-03	   -6.36446e-03	   -4.55293e-03	    9.02658e-02	    1.37286e-01	    9.79270e-03	    1.22265e-02	    1.37951e-02
    6.86747e-01	    1.39570e-01	    1.38175e-02	    1.87210e-02	    6.52116e-03	    9.60810e-03	    9.63680e-03	   -6.28288e-03	   -4.55719e-03	    8.83043e-02	    1.33686e-01	    9.61942e-03	    1.19612e-02	    1.34995e-02
    6.92095e-01	    1.39570e-01	    1.34586e-02	    1.81775e-02	    6.46397e-03	    9.45508e-03	    9.50578e-03	   -6.20060e-03	   -4.55732e-03	    8.63678e-02	    1.30160e-01	    9.44676e-03	    1.16996e-02	    1.32075e-02
    6.97470e-01	    1.39570e-01	    1.31063e-02	    1.76465e-02	    6.40516e-03	    9.30279e-03	    9.37411e-03	   -6.11769e-03	   -4.55347e-03	    8.44564e-02	    1.26708e-01	    9.27481e-03	    1.14418e-02	    1.29191e-02
    7.02873e-01	    1.39570e-01	    1.27603e-02	    1.71278e-02	    6.34477e-03	    9.15125e-03	    9.24188e-03	   -6.03417e-03	   -4.54580e-03	    8.25702e-02	    1.23328e-01	    9.10365e-03	    1.11876e-02	    1.26343e-02
    7.08303e-01	    1.39570e-01	    1.24208e-02	    1.66214e-02	    6.28287e-03	    9.00050e-03	    9.10915e-03	   -5.95011e-03	   -4.53447e-03	    8.07095e-02	    1.20019e-01	    8.93333e-03	    1.09370e-02	    1.23531e-02
    7.13761e-01	    1.39570e-01	    1.20876e-02	    1.61269e-02	    6.21954e-03	    8.85057e-03	    8.97601e-03	   -5.86553e-03	   -4.51963e-03	    7.88741e-02	    1.16780e-01	    8.76393e-03	    1.06901e-02	    1.20757e-02
    7.19247e-01	    1.39570e-01	    1.17607e-02	    1.56441e-02	    6.15483e-03	    8.70147e-03	    8.84254e-03	   -5.78050e-03	   -4.50144e-03	    7.70644e-02	    1.13610e-01	    8.59552e-03	    1.04468e-02	    1.18019e-02
    7.24762e-01	    1.39570e-01	    1.14401e-02	    1.51729e-02	    6.08881e-03	    8.55323e-03	    8.70880e-03	   -5.69506e-03	   -4.48005e-03	    7.52803e-02	    1.10508e-01	    8.42816e-03	    1.02072e-02	    1.15318e-02
    7.30306e-01	    1.39570e-01	    1.11258e-02	    1.47130e-02	    6.02155e-03	    8.40589e-03	    8.57488e-03	   -5.60925e-03	   -4.45560e-03	    7.35219e-02	    1.07473e-01	    8.26192e-03	    9.97114e-03	    1.12655e-02
    7.35879e-01	    1.39570e-01	    1.08176e-02	    1.42643e-02	    5.95311e-03	    8.25947e-03	    8.44083e-03	   -5.52312e-03	   -4.42823e-03	    7.17892e-02	    1.04504e-01	    8.09684e-03	    9.73868e-03	    1.10030e-02
    7.41482e-01	    1.39570e-01	    1.05156e-02	    1.38266e-02	    5.88354e-03	    8.11398e-03	    8.30674e-03	   -5.43672e-03	   -4.39809e-03	    7.00823e-02	    1.01599e-01	    7.93300e-03	    9.50978e-03	    1.07442e-02
    7.47116e-01	    1.39570e-01	    1.02196e-02	    1.33997e-02	    5.81293e-03	    7.96947e-03	    8.17267e-03	   -5.35010e-03	   -4.36531e-03	    6.84012e-02	    9.87582e-02	    7.77043e-03	    9.28444e-03	    1.04891e-02
    7.52780e-01	    1.39570e-01	    9.92968e-03	    1.29833e-02	    5.74133e-03	    7.82595e-03	    8.03869e-03	   -5.26331e-03	   -4.33003e-03	    6.67459e-02	    9.59800e-02	    7.60920e-03	    9.06264e-03	    1.02379e-02
    7.58475e-01	    1.39570e-01	    9.64574e-03	    1.25773e-02	    5.66879e-03	    7.68345e-03	    7.90485e-03	   -5.17638e-03	   -4.29238e-03	    6.51164e-02	    9.32636e-02	    7.44936e-03	    8.84436e-03	    9.99042e-03
    7.64201e-01	    1.39570e-01	    9.36772e-03	    1.21815e-02	    5.59540e-03	    7.54199e-03	    7.77123e-03	   -5.08938e-03	   -4.25249e-03	    6.35126e-02	    9.06078e-02	    7.29095e-03	    8.62958e-03	    9.74675e-03
    7.69959e-01	    1.39570e-01	    9.09556e-03	    1.17957e-02	    5.52119e-03	    7.40160e-03	    7.63788e-03	   -5.00233e-03	   -4.21048e-03	    6.19346e-02	    8.80118e-02	    7.13403e-03	    8.41828e-03	    9.50686e-03
    7.75750e-01	    1.39570e-01	    8.82921e-03	    1.14197e-02	    5.44625e-03	    7.26229e-03	    7.50487e-03	   -4.91530e-03	   -4.16649e-03	    6.03822e-02	    8.54745e-02	    6.97862e-03	    8.21045e-03	    9.27077e-03
    7.81573e-01	    1.39570e-01	    8.56859e-03	    1.10534e-02	    5.37062e-03	    7.12410e-03	    7.37225e-03	   -4.82833e-03	   -4.12062e-03	    5.88554e-02	    8.29949e-02	    6.82478e-03	    8.00607e-03	    9.03846e-03
    7.87429e-01	    1.39570e-01	    8.31366e-03	    1.06965e-02	    5.29436e-03	    6.98704e-03	    7.24008e-03	   -4.74145e-03	   -4.07299e-03	    5.73542e-02	    8.05721e-02	    6.67255e-03	    7.80512e-03	    8.80994e-03
    7.93319e-01	    1.39570e-01	    8.06435e-03	    1.03490e-02	    5.21754e-03	    6.85114e-03	    7.10841e-03	   -4.65472e-03	   -4.02373e-03	    5.58785e-02	    7.82052e-02	    6.52195e-03	    7.60757e-03	    8.58519e-03
    7.99243e-01	    1.39570e-01	    7.82059e-03	    1.00105e-02	    5.14020e-03	    6.71642e-03	    6.97730e-03	   -4.56818e-03	   -3.97294e-03	    5.44281e-02	    7.58933e-02	    6.37303e-03	    7.41342e-03	    8.36421e-03
    8.05201e-01	    1.39570e-01	    7.58232e-03	    9.68094e-03	    5.06242e-03	    6.58289e-03	    6.84680e-03	   -4.48187e-03	   -3.92073e-03	    5.30031e-02	    7.36353e-02	    6.22583e-03	    7.22263e-03	    8.14699e-03
    8.11194e-01	    1.39570e-01	    7.34947e-03	    9.36014e-03	    4.98423e-03	    6.45058e-03	    6.71696e-03	   -4.39583e-03	   -3.86721e-03	    5.16032e-02	    7.14303e-02	    6.08036e-03	    7.03518e-03	    7.93352e-03
    8.17222e-01	    1.39570e-01	    7.12197e-03	    9.04792e-03	    4.90571e-03	    6.31951e-03	    6.58783e-03	   -4.31011e-03	   -3.81247e-03	    5.02283e-02	    6.92776e-02	    5.93666e-03	    6.85106e-03	    7.72378e-03
    8.23287e-01	    1.39570e-01	    6.89976e-03	    8.74411e-03	    4.82689e-03	    6.18969e-03	    6.45945e-03	   -4.22474e-03	   -3.75662e-03	    4.88784e-02	    6.71760e-02	    5.79477e-03	    6.67024e-03	    7.51777e-03
    8.29387e-01	    1.39570e-01	    6.68276e-03	    8.44854e-03	    4.74784e-03	    6.06115e-03	    6.33188e-03	   -4.13976e-03	   -3.69976e-03	    4.75533e-02	    6.51249e-02	    5.65469e-03	    6.49270e-03	    7.31545e-03
    8.35524e-01	    1.39570e-01	    6.47091e-03	    8.16105e-03	    4.66860e-03	    5.93391e-03	    6.20515e-03	   -4.05522e-03	   -3.64197e-03	    4.62528e-02	    6.31232e-02	    5.51646e-03	    6.31841e-03	    7.11683e-03
    8.41699e-01	    1.39570e-01	    6.26414e-03	    7.88146e-03	    4.58923e-03	    5.80797e-03	    6.07931e-03	   -3.97114e-03	   -3.58336e-03	    4.49768e-02	    6.11701e-02	    5.38010e-03	    6.14735e-03	    6.92187e-03
    8.47911e-01	    1.39570e-01	    6.06237e-03	    7.60963e-03	    4.50977e-03	    5.68336e-03	    5.95439e-03	   -3.88758e-03	   -3.52401e-03	    4.37252e-02	    5.92648e-02	    5.24564e-03	    5.97950e-03	    6.73056e-03
    8.54162e-01	    1.39570e-01	    5.86554e-03	    7.34538e-03	    4.43028e-03	    5.56009e-03	    5.83045e-03	   -3.80455e-03	   -3.46400e-03	    4.24977e-02	    5.74064e-02	    5.11307e-03	    5.81483e-03	    6.54287e-03
    8.60452e-01	    1.39570e-01	    5.67357e-03	    7.08856e-03	    4.35080e-03	    5.43819e-03	    5.70751e-03	   -3.72210e-03	   -3.40342e-03	    4.12942e-02	    5.55941e-02	    4.98244e-03	    5.65331e-03	    6.35879e-03
    8.66781e-01	    1.39570e-01	    5.48638e-03	    6.83902e-03	    4.27138e-03	    5.31765e-03	    5.58561e-03	   -3.64027e-03	   -3.34234e-03	    4.01146e-02	    5.38270e-02	    4.85374e-03	    5.49492e-03	    6.17829e-03
    8.73149e-01	    1.39570e-01	    5.30392e-03	    6.59659e-03	    4.19207e-03	    5.19851e-03	    5.46479e-03	   -3.55907e-03	   -3.28086e-03	    3.89585e-02	    5.21043e-02	    4.72699e-03	    5.33964e-03	    6.00135e-03
    8.79559e-01	    1.39570e-01	    5.12610e-03	    6.36114e-03	    4.11290e-03	    5.08076e-03	    5.34509e-03	   -3.47855e-03	   -3.21903e-03	    3.78259e-02	    5.04252e-02	    4.60221e-03	    5.18744e-03	    5.82793e-03
    8.86009e-01	    1.39570e-01	    4.95286e-03	    6.13249e-03	    4.03393e-03	    4.96443e-03	    5.22653e-03	   -3.39873e-03	   -3.15694e-03	    3.67166e-02	    4.87889e-02	    4.47940e-03	    5.03828e-03	    5.65802e-03
    8.92501e-01	    1.39570e-01	    4.78411e-03	    5.91052e-03	    3.95519e-03	    4.84953e-03	    5.10914e-03	   -3.31965e-03	   -3.09465e-03	    3.56303e-02	    4.71946e-02	    4.35858e-03	    4.89214e-03	    5.49158e-03
    8.99035e-01	    1.39570e-01	    4.61978e-03	    5.69507e-03	    3.87672e-03	    4.73606e-03	    4.99296e-03	   -3.24132e-03	   -3.03223e-03	    3.45668e-02	    4.56415e-02	    4.23974e-03	    4.74900e-03	    5.32859e-03
    9.05611e-01	    1.39570e-01	    4.45981e-03	    5.48599e-03	    3.79857e-03	    4.62405e-03	    4.87801e-03	   -3.16379e-03	   -2.96974e-03	    3.35259e-02	    4.41288e-02	    4.12290e-03	    4.60882e-03	    5.16901e-03
    9.12231e-01	    1.39570e-01	    4.30412e-03	    5.28315e-03	    3.72077e-03	    4.51349e-03	    4.76432e-03	   -3.08707e-03	   -2.90726e-03	    3.25074e-02	    4.26558e-02	    4.00807e-03	    4.47158e-03	    5.01282e-03
    9.18895e-01	    1.39570e-01	    4.15264e-03	    5.08641e-03	    3.64337e-03	    4.40440e-03	    4.65191e-03	   -3.01118e-03	   -2.84483e-03	    3.15110e-02	    4.12217e-02	    3.89523e-03	    4.33725e-03	    4.85998e-03
    9.25604e-01	    1.39570e-01	    4.00528e-03	    4.89562e-03	    3.56639e-03	    4.29678e-03	    4.54081e-03	   -2.93616e-03	   -2.78251e-03	    3.05366e-02	    3.98257e-02	    3.78440e-03	    4.20579e-03	    4.71046e-03
    9.32358e-01	    1.39570e-01	    3.86199e-03	    4.71065e-03	    3.48987e-03	    4.19066e-03	    4.43105e-03	   -2.86203e-03	   -2.72037e-03	    2.95839e-02	    3.84672e-02	    3.67558e-03	    4.07718e-03	    4.56423e-03
    9.39157e-01	    1.39570e-01	    3.72268e-03	    4.53137e-03	    3.41386e-03	    4.08602e-03	    4.32264e-03	   -2.78879e-03	   -2.65844e-03	    2.86527e-02	    3.71454e-02	    3.56876e-03	    3.95139e-03	    4.42126e-03
    9.46003e-01	    1.39570e-01	    3.58728e-03	    4.35764e-03	    3.33837e-03	    3.98289e-03	    4.21560e-03	   -2.71649e-03	   -2.59679e-03	    2.77426e-02	    3.58595e-02	    3.46395e-03	    3.82838e-03	    4.28150e-03
    9.52896e-01	    1.39570e-01	    3.45572e-03	    4.18934e-03	    3.26344e-03	    3.88126e-03	    4.10996e-03	   -2.64512e-03	   -2.53546e-03	    2.68536e-02	    3.46090e-02	    3.36113e-03	    3.70813e-03	    4.14493e-03
