#      Name	     Mass	    Gamma	 Spin	Isospin	   I3	Nq	Ns	Naq	Nas	Nc	Nac	       MC	   Nyield
# pi0139plu	 0.139570	0.00000e+00	  0.0	  1.0	  1.0	1	0	1	0	0	0	      211	0.00101849
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    1.38634e-01	    1.39570e-01	    6.89484e-02	    1.86257e-01	    1.48049e-03	    1.55218e-02	    2.71432e-03	    1.94714e-03	    5.56962e-02	    2.30615e-01	    1.25314e+00	    1.26537e-02	    9.05571e-02	    2.53532e-02
    1.42331e-01	    1.39570e-01	    6.92318e-02	    1.86533e-01	    1.76492e-03	    1.60175e-02	    2.97896e-03	    1.31660e-03	    5.49971e-02	    2.33899e-01	    1.25355e+00	    1.29934e-02	    8.98800e-02	    2.60525e-02
    1.46031e-01	    1.39570e-01	    6.94574e-02	    1.86649e-01	    2.03673e-03	    1.65033e-02	    3.23082e-03	    6.65463e-04	    5.42676e-02	    2.36937e-01	    1.25279e+00	    1.33006e-02	    8.91679e-02	    2.67206e-02
    1.49736e-01	    1.39570e-01	    6.96300e-02	    1.86616e-01	    2.29390e-03	    1.69772e-02	    3.46921e-03	    4.50816e-07	    5.35151e-02	    2.39746e-01	    1.25094e+00	    1.35767e-02	    8.84218e-02	    2.73585e-02
    1.53444e-01	    1.39570e-01	    6.97544e-02	    1.86441e-01	    2.53481e-03	    1.74373e-02	    3.69379e-03	   -6.72093e-04	    5.27463e-02	    2.42345e-01	    1.24807e+00	    1.38228e-02	    8.76432e-02	    2.79673e-02
    1.57157e-01	    1.39570e-01	    6.98349e-02	    1.86133e-01	    2.75819e-03	    1.78818e-02	    3.90451e-03	   -1.34626e-03	    5.19667e-02	    2.44752e-01	    1.24426e+00	    1.40407e-02	    8.68337e-02	    2.85483e-02
    1.60874e-01	    1.39570e-01	    6.98757e-02	    1.85701e-01	    2.96312e-03	    1.83094e-02	    4.10158e-03	   -2.01663e-03	    5.11811e-02	    2.46981e-01	    1.23955e+00	    1.42321e-02	    8.59950e-02	    2.91029e-02
    1.64595e-01	    1.39570e-01	    6.98807e-02	    1.85151e-01	    3.14902e-03	    1.87187e-02	    4.28544e-03	   -2.67830e-03	    5.03935e-02	    2.49050e-01	    1.23403e+00	    1.43990e-02	    8.51294e-02	    2.96325e-02
    1.68320e-01	    1.39570e-01	    6.98534e-02	    1.84491e-01	    3.31562e-03	    1.91090e-02	    4.45673e-03	   -3.32690e-03	    4.96073e-02	    2.50972e-01	    1.22775e+00	    1.45434e-02	    8.42388e-02	    3.01384e-02
    1.72050e-01	    1.39570e-01	    6.97970e-02	    1.83729e-01	    3.46293e-03	    1.94792e-02	    4.61626e-03	   -3.95859e-03	    4.88251e-02	    2.52760e-01	    1.22076e+00	    1.46675e-02	    8.33256e-02	    3.06219e-02
    1.75785e-01	    1.39570e-01	    6.97146e-02	    1.82870e-01	    3.59122e-03	    1.98290e-02	    4.76494e-03	   -4.57008e-03	    4.80487e-02	    2.54427e-01	    1.21312e+00	    1.47733e-02	    8.23920e-02	    3.10842e-02
    1.79525e-01	    1.39570e-01	    6.96086e-02	    1.81920e-01	    3.70097e-03	    2.01579e-02	    4.90381e-03	   -5.15858e-03	    4.72797e-02	    2.55983e-01	    1.20489e+00	    1.48629e-02	    8.14404e-02	    3.15266e-02
    1.83269e-01	    1.39570e-01	    6.94815e-02	    1.80886e-01	    3.79287e-03	    2.04657e-02	    5.03395e-03	   -5.72181e-03	    4.65191e-02	    2.57438e-01	    1.19611e+00	    1.49383e-02	    8.04731e-02	    3.19502e-02
    1.87019e-01	    1.39570e-01	    6.93353e-02	    1.79772e-01	    3.86777e-03	    2.07524e-02	    5.15651e-03	   -6.25795e-03	    4.57674e-02	    2.58801e-01	    1.18682e+00	    1.50016e-02	    7.94924e-02	    3.23560e-02
    1.90773e-01	    1.39570e-01	    6.91718e-02	    1.78585e-01	    3.92666e-03	    2.10181e-02	    5.27263e-03	   -6.76561e-03	    4.50248e-02	    2.60080e-01	    1.17707e+00	    1.50545e-02	    7.85005e-02	    3.27448e-02
    1.94533e-01	    1.39570e-01	    6.89925e-02	    1.77328e-01	    3.97062e-03	    2.12631e-02	    5.38346e-03	   -7.24382e-03	    4.42913e-02	    2.61279e-01	    1.16690e+00	    1.50990e-02	    7.74996e-02	    3.31176e-02
    1.98298e-01	    1.39570e-01	    6.87989e-02	    1.76007e-01	    4.00084e-03	    2.14877e-02	    5.49013e-03	   -7.69198e-03	    4.35665e-02	    2.62405e-01	    1.15634e+00	    1.51366e-02	    7.64918e-02	    3.34750e-02
    2.02068e-01	    1.39570e-01	    6.85921e-02	    1.74626e-01	    4.01856e-03	    2.16923e-02	    5.59371e-03	   -8.10979e-03	    4.28500e-02	    2.63463e-01	    1.14544e+00	    1.51689e-02	    7.54790e-02	    3.38176e-02
    2.05844e-01	    1.39570e-01	    6.83729e-02	    1.73188e-01	    4.02504e-03	    2.18775e-02	    5.69525e-03	   -8.49728e-03	    4.21411e-02	    2.64454e-01	    1.13422e+00	    1.51972e-02	    7.44632e-02	    3.41459e-02
    2.09626e-01	    1.39570e-01	    6.81423e-02	    1.71698e-01	    4.02157e-03	    2.20439e-02	    5.79571e-03	   -8.85472e-03	    4.14391e-02	    2.65383e-01	    1.12272e+00	    1.52230e-02	    7.34462e-02	    3.44604e-02
    2.13413e-01	    1.39570e-01	    6.79007e-02	    1.70159e-01	    4.00945e-03	    2.21922e-02	    5.89600e-03	   -9.18261e-03	    4.07432e-02	    2.66252e-01	    1.11096e+00	    1.52472e-02	    7.24296e-02	    3.47615e-02
    2.17206e-01	    1.39570e-01	    6.76488e-02	    1.68575e-01	    3.98994e-03	    2.23229e-02	    5.99692e-03	   -9.48164e-03	    4.00526e-02	    2.67060e-01	    1.09897e+00	    1.52709e-02	    7.14149e-02	    3.50493e-02
    2.21006e-01	    1.39570e-01	    6.73868e-02	    1.66948e-01	    3.96430e-03	    2.24369e-02	    6.09922e-03	   -9.75265e-03	    3.93664e-02	    2.67811e-01	    1.08677e+00	    1.52951e-02	    7.04036e-02	    3.53241e-02
    2.24811e-01	    1.39570e-01	    6.71151e-02	    1.65283e-01	    3.93371e-03	    2.25349e-02	    6.20354e-03	   -9.99663e-03	    3.86837e-02	    2.68503e-01	    1.07439e+00	    1.53203e-02	    6.93970e-02	    3.55861e-02
    2.28622e-01	    1.39570e-01	    6.68339e-02	    1.63582e-01	    3.89933e-03	    2.26175e-02	    6.31046e-03	   -1.02147e-02	    3.80038e-02	    2.69136e-01	    1.06186e+00	    1.53474e-02	    6.83963e-02	    3.58353e-02
    2.32440e-01	    1.39570e-01	    6.65433e-02	    1.61848e-01	    3.86226e-03	    2.26856e-02	    6.42045e-03	   -1.04079e-02	    3.73259e-02	    2.69711e-01	    1.04918e+00	    1.53767e-02	    6.74025e-02	    3.60717e-02
    2.36265e-01	    1.39570e-01	    6.62434e-02	    1.60084e-01	    3.82352e-03	    2.27400e-02	    6.53389e-03	   -1.05777e-02	    3.66494e-02	    2.70226e-01	    1.03638e+00	    1.54088e-02	    6.64166e-02	    3.62953e-02
    2.40095e-01	    1.39570e-01	    6.59342e-02	    1.58292e-01	    3.78408e-03	    2.27812e-02	    6.65111e-03	   -1.07251e-02	    3.59735e-02	    2.70680e-01	    1.02348e+00	    1.54438e-02	    6.54396e-02	    3.65062e-02
    2.43933e-01	    1.39570e-01	    6.56156e-02	    1.56474e-01	    3.74482e-03	    2.28101e-02	    6.77233e-03	   -1.08516e-02	    3.52978e-02	    2.71073e-01	    1.01049e+00	    1.54821e-02	    6.44720e-02	    3.67041e-02
    2.47777e-01	    1.39570e-01	    6.52878e-02	    1.54633e-01	    3.70656e-03	    2.28273e-02	    6.89769e-03	   -1.09584e-02	    3.46217e-02	    2.71404e-01	    9.97429e-01	    1.55237e-02	    6.35147e-02	    3.68892e-02
    2.51628e-01	    1.39570e-01	    6.49505e-02	    1.52772e-01	    3.67004e-03	    2.28336e-02	    7.02730e-03	   -1.10469e-02	    3.39448e-02	    2.71670e-01	    9.84310e-01	    1.55687e-02	    6.25682e-02	    3.70612e-02
    2.55487e-01	    1.39570e-01	    6.46038e-02	    1.50892e-01	    3.63592e-03	    2.28295e-02	    7.16115e-03	   -1.11183e-02	    3.32669e-02	    2.71870e-01	    9.71148e-01	    1.56172e-02	    6.16329e-02	    3.72200e-02
    2.59352e-01	    1.39570e-01	    6.42476e-02	    1.48995e-01	    3.60480e-03	    2.28158e-02	    7.29921e-03	   -1.11738e-02	    3.25877e-02	    2.72004e-01	    9.57954e-01	    1.56689e-02	    6.07093e-02	    3.73656e-02
    2.63225e-01	    1.39570e-01	    6.38818e-02	    1.47084e-01	    3.57719e-03	    2.27929e-02	    7.44137e-03	   -1.12149e-02	    3.19070e-02	    2.72070e-01	    9.44741e-01	    1.57238e-02	    5.97977e-02	    3.74978e-02
    2.67105e-01	    1.39570e-01	    6.35063e-02	    1.45160e-01	    3.55356e-03	    2.27615e-02	    7.58748e-03	   -1.12425e-02	    3.12248e-02	    2.72067e-01	    9.31519e-01	    1.57817e-02	    5.88984e-02	    3.76166e-02
    2.70992e-01	    1.39570e-01	    6.31211e-02	    1.43226e-01	    3.53427e-03	    2.27221e-02	    7.73733e-03	   -1.12579e-02	    3.05410e-02	    2.71993e-01	    9.18299e-01	    1.58424e-02	    5.80115e-02	    3.77218e-02
    2.74887e-01	    1.39570e-01	    6.27262e-02	    1.41282e-01	    3.51965e-03	    2.26752e-02	    7.89070e-03	   -1.12622e-02	    2.98557e-02	    2.71848e-01	    9.05090e-01	    1.59057e-02	    5.71373e-02	    3.78134e-02
    2.78790e-01	    1.39570e-01	    6.23215e-02	    1.39331e-01	    3.50996e-03	    2.26212e-02	    8.04729e-03	   -1.12565e-02	    2.91690e-02	    2.71631e-01	    8.91902e-01	    1.59711e-02	    5.62758e-02	    3.78913e-02
    2.82701e-01	    1.39570e-01	    6.19071e-02	    1.37375e-01	    3.50539e-03	    2.25608e-02	    8.20681e-03	   -1.12417e-02	    2.84811e-02	    2.71341e-01	    8.78743e-01	    1.60384e-02	    5.54271e-02	    3.79555e-02
    2.86620e-01	    1.39570e-01	    6.14829e-02	    1.35414e-01	    3.50609e-03	    2.24942e-02	    8.36893e-03	   -1.12188e-02	    2.77922e-02	    2.70977e-01	    8.65621e-01	    1.61074e-02	    5.45911e-02	    3.80058e-02
    2.90547e-01	    1.39570e-01	    6.10490e-02	    1.33450e-01	    3.51215e-03	    2.24218e-02	    8.53329e-03	   -1.11888e-02	    2.71025e-02	    2.70539e-01	    8.52543e-01	    1.61775e-02	    5.37679e-02	    3.80424e-02
    2.94483e-01	    1.39570e-01	    6.06054e-02	    1.31485e-01	    3.52363e-03	    2.23442e-02	    8.69952e-03	   -1.11524e-02	    2.64125e-02	    2.70026e-01	    8.39517e-01	    1.62486e-02	    5.29574e-02	    3.80652e-02
    2.98426e-01	    1.39570e-01	    6.01523e-02	    1.29520e-01	    3.54053e-03	    2.22615e-02	    8.86726e-03	   -1.11104e-02	    2.57224e-02	    2.69439e-01	    8.26550e-01	    1.63201e-02	    5.21595e-02	    3.80742e-02
    3.02379e-01	    1.39570e-01	    5.96897e-02	    1.27557e-01	    3.56281e-03	    2.21741e-02	    9.03610e-03	   -1.10636e-02	    2.50326e-02	    2.68777e-01	    8.13647e-01	    1.63918e-02	    5.13740e-02	    3.80695e-02
    3.06340e-01	    1.39570e-01	    5.92177e-02	    1.25596e-01	    3.59040e-03	    2.20824e-02	    9.20565e-03	   -1.10126e-02	    2.43436e-02	    2.68041e-01	    8.00814e-01	    1.64633e-02	    5.06008e-02	    3.80512e-02
    3.10309e-01	    1.39570e-01	    5.87365e-02	    1.23640e-01	    3.62321e-03	    2.19865e-02	    9.37552e-03	   -1.09582e-02	    2.36557e-02	    2.67231e-01	    7.88056e-01	    1.65342e-02	    4.98397e-02	    3.80194e-02
    3.14288e-01	    1.39570e-01	    5.82463e-02	    1.21688e-01	    3.66109e-03	    2.18868e-02	    9.54531e-03	   -1.09009e-02	    2.29695e-02	    2.66347e-01	    7.75380e-01	    1.66041e-02	    4.90907e-02	    3.79741e-02
    3.18276e-01	    1.39570e-01	    5.77473e-02	    1.19742e-01	    3.70390e-03	    2.17836e-02	    9.71464e-03	   -1.08411e-02	    2.22853e-02	    2.65390e-01	    7.62789e-01	    1.66728e-02	    4.83534e-02	    3.79155e-02
    3.22273e-01	    1.39570e-01	    5.72396e-02	    1.17803e-01	    3.75145e-03	    2.16769e-02	    9.88311e-03	   -1.07795e-02	    2.16038e-02	    2.64361e-01	    7.50288e-01	    1.67398e-02	    4.76276e-02	    3.78437e-02
    3.26279e-01	    1.39570e-01	    5.67235e-02	    1.15873e-01	    3.80355e-03	    2.15671e-02	    1.00504e-02	   -1.07165e-02	    2.09252e-02	    2.63260e-01	    7.37881e-01	    1.68049e-02	    4.69132e-02	    3.77590e-02
    3.30295e-01	    1.39570e-01	    5.61992e-02	    1.13952e-01	    3.85997e-03	    2.14544e-02	    1.02160e-02	   -1.06524e-02	    2.02502e-02	    2.62089e-01	    7.25572e-01	    1.68677e-02	    4.62099e-02	    3.76615e-02
    3.34321e-01	    1.39570e-01	    5.56670e-02	    1.12041e-01	    3.92050e-03	    2.13389e-02	    1.03797e-02	   -1.05877e-02	    1.95792e-02	    2.60849e-01	    7.13364e-01	    1.69279e-02	    4.55175e-02	    3.75514e-02
    3.38356e-01	    1.39570e-01	    5.51271e-02	    1.10140e-01	    3.98488e-03	    2.12207e-02	    1.05411e-02	   -1.05226e-02	    1.89127e-02	    2.59540e-01	    7.01262e-01	    1.69852e-02	    4.48357e-02	    3.74290e-02
    3.42401e-01	    1.39570e-01	    5.45799e-02	    1.08252e-01	    4.05286e-03	    2.11001e-02	    1.06999e-02	   -1.04575e-02	    1.82512e-02	    2.58165e-01	    6.89267e-01	    1.70394e-02	    4.41644e-02	    3.72944e-02
    3.46456e-01	    1.39570e-01	    5.40256e-02	    1.06375e-01	    4.12419e-03	    2.09772e-02	    1.08558e-02	   -1.03925e-02	    1.75951e-02	    2.56725e-01	    6.77383e-01	    1.70902e-02	    4.35032e-02	    3.71480e-02
    3.50522e-01	    1.39570e-01	    5.34645e-02	    1.04512e-01	    4.19860e-03	    2.08521e-02	    1.10084e-02	   -1.03281e-02	    1.69449e-02	    2.55221e-01	    6.65613e-01	    1.71374e-02	    4.28519e-02	    3.69900e-02
    3.54597e-01	    1.39570e-01	    5.28970e-02	    1.02663e-01	    4.27582e-03	    2.07249e-02	    1.11576e-02	   -1.02642e-02	    1.63009e-02	    2.53655e-01	    6.53959e-01	    1.71807e-02	    4.22104e-02	    3.68207e-02
    3.58684e-01	    1.39570e-01	    5.23233e-02	    1.00828e-01	    4.35559e-03	    2.05958e-02	    1.13029e-02	   -1.02011e-02	    1.56638e-02	    2.52028e-01	    6.42423e-01	    1.72199e-02	    4.15783e-02	    3.66403e-02
    3.62781e-01	    1.39570e-01	    5.17439e-02	    9.90087e-02	    4.43763e-03	    2.04649e-02	    1.14443e-02	   -1.01390e-02	    1.50338e-02	    2.50343e-01	    6.31007e-01	    1.72549e-02	    4.09554e-02	    3.64492e-02
    3.66888e-01	    1.39570e-01	    5.11590e-02	    9.72048e-02	    4.52167e-03	    2.03322e-02	    1.15814e-02	   -1.00779e-02	    1.44114e-02	    2.48601e-01	    6.19713e-01	    1.72855e-02	    4.03415e-02	    3.62476e-02
    3.71007e-01	    1.39570e-01	    5.05690e-02	    9.54171e-02	    4.60744e-03	    2.01979e-02	    1.17141e-02	   -1.00179e-02	    1.37969e-02	    2.46804e-01	    6.08543e-01	    1.73114e-02	    3.97364e-02	    3.60359e-02
    3.75137e-01	    1.39570e-01	    4.99742e-02	    9.36461e-02	    4.69468e-03	    2.00619e-02	    1.18421e-02	   -9.95919e-03	    1.31907e-02	    2.44954e-01	    5.97497e-01	    1.73327e-02	    3.91399e-02	    3.58144e-02
    3.79278e-01	    1.39570e-01	    4.93751e-02	    9.18922e-02	    4.78313e-03	    1.99246e-02	    1.19653e-02	   -9.90171e-03	    1.25931e-02	    2.43053e-01	    5.86579e-01	    1.73491e-02	    3.85516e-02	    3.55835e-02
    3.83430e-01	    1.39570e-01	    4.87718e-02	    9.01560e-02	    4.87252e-03	    1.97858e-02	    1.20835e-02	   -9.84552e-03	    1.20045e-02	    2.41103e-01	    5.75788e-01	    1.73605e-02	    3.79715e-02	    3.53434e-02
    3.87594e-01	    1.39570e-01	    4.81649e-02	    8.84377e-02	    4.96262e-03	    1.96456e-02	    1.21966e-02	   -9.79063e-03	    1.14251e-02	    2.39105e-01	    5.65125e-01	    1.73669e-02	    3.73993e-02	    3.50944e-02
    3.91770e-01	    1.39570e-01	    4.75546e-02	    8.67378e-02	    5.05318e-03	    1.95042e-02	    1.23045e-02	   -9.73706e-03	    1.08553e-02	    2.37062e-01	    5.54592e-01	    1.73682e-02	    3.68349e-02	    3.48370e-02
