# mc-number	             name	     mass	    width	deg	Qb	Qs	Qc	Qbot	isospin	charge	decays	   Nyield
#       211	              pi+	  0.14000	0.00000e+00	1	0	  0	0	0	1	  1	  1	0.000643493
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    3.66888e-01	    1.40000e-01	    3.66076e-02	    6.33001e-02	    3.67503e-03	    1.14262e-02	    6.96230e-03	   -8.87897e-03	    7.97688e-03	    1.66844e-01	    3.99997e-01	    1.26075e-02	    2.50354e-02	    2.26027e-02
    3.71007e-01	    1.40000e-01	    3.61068e-02	    6.21209e-02	    3.72304e-03	    1.13757e-02	    7.04336e-03	   -8.82042e-03	    7.60570e-03	    1.65604e-01	    3.93119e-01	    1.25841e-02	    2.46791e-02	    2.24662e-02
    3.75137e-01	    1.40000e-01	    3.56052e-02	    6.09522e-02	    3.77070e-03	    1.13229e-02	    7.12079e-03	   -8.76145e-03	    7.24017e-03	    1.64325e-01	    3.86298e-01	    1.25575e-02	    2.43262e-02	    2.23232e-02
    3.79278e-01	    1.40000e-01	    3.51030e-02	    5.97944e-02	    3.81794e-03	    1.12679e-02	    7.19459e-03	   -8.70214e-03	    6.88048e-03	    1.63009e-01	    3.79536e-01	    1.25276e-02	    2.39767e-02	    2.21739e-02
    3.83430e-01	    1.40000e-01	    3.46006e-02	    5.86477e-02	    3.86468e-03	    1.12107e-02	    7.26471e-03	   -8.64257e-03	    6.52679e-03	    1.61658e-01	    3.72835e-01	    1.24945e-02	    2.36305e-02	    2.20186e-02
    3.87594e-01	    1.40000e-01	    3.40980e-02	    5.75125e-02	    3.91083e-03	    1.11514e-02	    7.33115e-03	   -8.58278e-03	    6.17926e-03	    1.60273e-01	    3.66197e-01	    1.24582e-02	    2.32875e-02	    2.18575e-02
    3.91770e-01	    1.40000e-01	    3.35956e-02	    5.63891e-02	    3.95632e-03	    1.10902e-02	    7.39391e-03	   -8.52284e-03	    5.83804e-03	    1.58856e-01	    3.59623e-01	    1.24186e-02	    2.29479e-02	    2.16908e-02
    3.95957e-01	    1.40000e-01	    3.30936e-02	    5.52777e-02	    4.00108e-03	    1.10271e-02	    7.45296e-03	   -8.46280e-03	    5.50324e-03	    1.57409e-01	    3.53115e-01	    1.23759e-02	    2.26115e-02	    2.15188e-02
    4.00157e-01	    1.40000e-01	    3.25922e-02	    5.41787e-02	    4.04504e-03	    1.09622e-02	    7.50832e-03	   -8.40269e-03	    5.17501e-03	    1.55932e-01	    3.46675e-01	    1.23301e-02	    2.22783e-02	    2.13417e-02
    4.04368e-01	    1.40000e-01	    3.20916e-02	    5.30922e-02	    4.08812e-03	    1.08956e-02	    7.55999e-03	   -8.34254e-03	    4.85343e-03	    1.54429e-01	    3.40302e-01	    1.22810e-02	    2.19483e-02	    2.11599e-02
    4.08593e-01	    1.40000e-01	    3.15921e-02	    5.20183e-02	    4.13027e-03	    1.08274e-02	    7.60798e-03	   -8.28239e-03	    4.53861e-03	    1.52899e-01	    3.33999e-01	    1.22289e-02	    2.16215e-02	    2.09734e-02
    4.12829e-01	    1.40000e-01	    3.10938e-02	    5.09574e-02	    4.17141e-03	    1.07576e-02	    7.65229e-03	   -8.22225e-03	    4.23063e-03	    1.51346e-01	    3.27766e-01	    1.21738e-02	    2.12978e-02	    2.07826e-02
    4.17079e-01	    1.40000e-01	    3.05969e-02	    4.99095e-02	    4.21149e-03	    1.06863e-02	    7.69295e-03	   -8.16214e-03	    3.92957e-03	    1.49769e-01	    3.21605e-01	    1.21156e-02	    2.09772e-02	    2.05877e-02
    4.21341e-01	    1.40000e-01	    3.01017e-02	    4.88748e-02	    4.25045e-03	    1.06135e-02	    7.72998e-03	   -8.10206e-03	    3.63549e-03	    1.48172e-01	    3.15515e-01	    1.20544e-02	    2.06597e-02	    2.03888e-02
    4.25616e-01	    1.40000e-01	    2.96083e-02	    4.78535e-02	    4.28823e-03	    1.05395e-02	    7.76340e-03	   -8.04203e-03	    3.34845e-03	    1.46554e-01	    3.09498e-01	    1.19903e-02	    2.03452e-02	    2.01863e-02
    4.29905e-01	    1.40000e-01	    2.91170e-02	    4.68456e-02	    4.32478e-03	    1.04641e-02	    7.79324e-03	   -7.98204e-03	    3.06850e-03	    1.44918e-01	    3.03554e-01	    1.19233e-02	    2.00338e-02	    1.99804e-02
    4.34206e-01	    1.40000e-01	    2.86279e-02	    4.58512e-02	    4.36005e-03	    1.03875e-02	    7.81952e-03	   -7.92208e-03	    2.79566e-03	    1.43265e-01	    2.97683e-01	    1.18534e-02	    1.97254e-02	    1.97711e-02
    4.38522e-01	    1.40000e-01	    2.81411e-02	    4.48705e-02	    4.39399e-03	    1.03097e-02	    7.84228e-03	   -7.86216e-03	    2.52996e-03	    1.41596e-01	    2.91887e-01	    1.17808e-02	    1.94199e-02	    1.95589e-02
    4.42851e-01	    1.40000e-01	    2.76569e-02	    4.39034e-02	    4.42656e-03	    1.02307e-02	    7.86156e-03	   -7.80226e-03	    2.27143e-03	    1.39913e-01	    2.86164e-01	    1.17054e-02	    1.91174e-02	    1.93438e-02
    4.47194e-01	    1.40000e-01	    2.71755e-02	    4.29500e-02	    4.45771e-03	    1.01507e-02	    7.87739e-03	   -7.74236e-03	    2.02007e-03	    1.38216e-01	    2.80517e-01	    1.16274e-02	    1.88177e-02	    1.91260e-02
    4.51551e-01	    1.40000e-01	    2.66969e-02	    4.20105e-02	    4.48741e-03	    1.00697e-02	    7.88982e-03	   -7.68246e-03	    1.77588e-03	    1.36508e-01	    2.74944e-01	    1.15467e-02	    1.85210e-02	    1.89058e-02
    4.55923e-01	    1.40000e-01	    2.62213e-02	    4.10847e-02	    4.51561e-03	    9.98772e-03	    7.89889e-03	   -7.62253e-03	    1.53885e-03	    1.34789e-01	    2.69445e-01	    1.14636e-02	    1.82271e-02	    1.86834e-02
    4.60309e-01	    1.40000e-01	    2.57489e-02	    4.01728e-02	    4.54228e-03	    9.90479e-03	    7.90465e-03	   -7.56255e-03	    1.30896e-03	    1.33060e-01	    2.64022e-01	    1.13779e-02	    1.79361e-02	    1.84589e-02
    4.64709e-01	    1.40000e-01	    2.52798e-02	    3.92747e-02	    4.56738e-03	    9.82097e-03	    7.90714e-03	   -7.50251e-03	    1.08621e-03	    1.31324e-01	    2.58673e-01	    1.12898e-02	    1.76479e-02	    1.82325e-02
    4.69125e-01	    1.40000e-01	    2.48142e-02	    3.83904e-02	    4.59090e-03	    9.73631e-03	    7.90641e-03	   -7.44238e-03	    8.70543e-04	    1.29579e-01	    2.53400e-01	    1.11994e-02	    1.73624e-02	    1.80044e-02
    4.73555e-01	    1.40000e-01	    2.43522e-02	    3.75200e-02	    4.61280e-03	    9.65084e-03	    7.90251e-03	   -7.38213e-03	    6.61937e-04	    1.27829e-01	    2.48201e-01	    1.11067e-02	    1.70798e-02	    1.77748e-02
    4.78001e-01	    1.40000e-01	    2.38939e-02	    3.66633e-02	    4.63305e-03	    9.56460e-03	    7.89550e-03	   -7.32175e-03	    4.60346e-04	    1.26074e-01	    2.43077e-01	    1.10119e-02	    1.67999e-02	    1.75438e-02
    4.82462e-01	    1.40000e-01	    2.34394e-02	    3.58204e-02	    4.65164e-03	    9.47764e-03	    7.88544e-03	   -7.26122e-03	    2.65717e-04	    1.24315e-01	    2.38027e-01	    1.09149e-02	    1.65227e-02	    1.73116e-02
    4.86939e-01	    1.40000e-01	    2.29889e-02	    3.49911e-02	    4.66854e-03	    9.38997e-03	    7.87237e-03	   -7.20050e-03	    7.79964e-05	    1.22553e-01	    2.33051e-01	    1.08158e-02	    1.62483e-02	    1.70783e-02
    4.91432e-01	    1.40000e-01	    2.25424e-02	    3.41756e-02	    4.68374e-03	    9.30165e-03	    7.85636e-03	   -7.13957e-03	   -1.02879e-04	    1.20789e-01	    2.28149e-01	    1.07148e-02	    1.59766e-02	    1.68442e-02
    4.95941e-01	    1.40000e-01	    2.21001e-02	    3.33737e-02	    4.69722e-03	    9.21270e-03	    7.83747e-03	   -7.07841e-03	   -2.76975e-04	    1.19024e-01	    2.23321e-01	    1.06119e-02	    1.57075e-02	    1.66094e-02
    5.00466e-01	    1.40000e-01	    2.16620e-02	    3.25853e-02	    4.70898e-03	    9.12315e-03	    7.81576e-03	   -7.01701e-03	   -4.44365e-04	    1.17259e-01	    2.18566e-01	    1.05071e-02	    1.54411e-02	    1.63739e-02
    5.05007e-01	    1.40000e-01	    2.12283e-02	    3.18104e-02	    4.71900e-03	    9.03305e-03	    7.79128e-03	   -6.95532e-03	   -6.05127e-04	    1.15494e-01	    2.13884e-01	    1.04006e-02	    1.51774e-02	    1.61381e-02
    5.09565e-01	    1.40000e-01	    2.07991e-02	    3.10489e-02	    4.72727e-03	    8.94240e-03	    7.76411e-03	   -6.89335e-03	   -7.59342e-04	    1.13732e-01	    2.09275e-01	    1.02925e-02	    1.49163e-02	    1.59019e-02
    5.14140e-01	    1.40000e-01	    2.03744e-02	    3.03007e-02	    4.73379e-03	    8.85125e-03	    7.73430e-03	   -6.83106e-03	   -9.07097e-04	    1.11972e-01	    2.04738e-01	    1.01828e-02	    1.46579e-02	    1.56655e-02
    5.18732e-01	    1.40000e-01	    1.99543e-02	    2.95657e-02	    4.73856e-03	    8.75963e-03	    7.70192e-03	   -6.76843e-03	   -1.04848e-03	    1.10215e-01	    2.00272e-01	    1.00715e-02	    1.44021e-02	    1.54292e-02
    5.23341e-01	    1.40000e-01	    1.95389e-02	    2.88439e-02	    4.74159e-03	    8.66756e-03	    7.66704e-03	   -6.70546e-03	   -1.18359e-03	    1.08463e-01	    1.95878e-01	    9.95887e-03	    1.41489e-02	    1.51929e-02
    5.27968e-01	    1.40000e-01	    1.91282e-02	    2.81351e-02	    4.74286e-03	    8.57507e-03	    7.62972e-03	   -6.64212e-03	   -1.31253e-03	    1.06715e-01	    1.91554e-01	    9.84488e-03	    1.38983e-02	    1.49568e-02
    5.32613e-01	    1.40000e-01	    1.87223e-02	    2.74393e-02	    4.74238e-03	    8.48219e-03	    7.59002e-03	   -6.57839e-03	   -1.43539e-03	    1.04974e-01	    1.87301e-01	    9.72961e-03	    1.36503e-02	    1.47211e-02
    5.37275e-01	    1.40000e-01	    1.83214e-02	    2.67563e-02	    4.74017e-03	    8.38894e-03	    7.54802e-03	   -6.51428e-03	   -1.55227e-03	    1.03238e-01	    1.83117e-01	    9.61317e-03	    1.34049e-02	    1.44858e-02
    5.41956e-01	    1.40000e-01	    1.79253e-02	    2.60860e-02	    4.73623e-03	    8.29535e-03	    7.50378e-03	   -6.44977e-03	   -1.66330e-03	    1.01510e-01	    1.79002e-01	    9.49562e-03	    1.31621e-02	    1.42511e-02
    5.46655e-01	    1.40000e-01	    1.75342e-02	    2.54284e-02	    4.73057e-03	    8.20145e-03	    7.45737e-03	   -6.38484e-03	   -1.76856e-03	    9.97895e-02	    1.74956e-01	    9.37704e-03	    1.29218e-02	    1.40171e-02
    5.51373e-01	    1.40000e-01	    1.71482e-02	    2.47832e-02	    4.72321e-03	    8.10726e-03	    7.40885e-03	   -6.31949e-03	   -1.86819e-03	    9.80774e-02	    1.70978e-01	    9.25751e-03	    1.26841e-02	    1.37838e-02
    5.56110e-01	    1.40000e-01	    1.67672e-02	    2.41504e-02	    4.71416e-03	    8.01281e-03	    7.35830e-03	   -6.25372e-03	   -1.96229e-03	    9.63743e-02	    1.67067e-01	    9.13712e-03	    1.24490e-02	    1.35514e-02
    5.60866e-01	    1.40000e-01	    1.63913e-02	    2.35299e-02	    4.70343e-03	    7.91812e-03	    7.30579e-03	   -6.18753e-03	   -2.05098e-03	    9.46809e-02	    1.63223e-01	    9.01594e-03	    1.22165e-02	    1.33200e-02
    5.65641e-01	    1.40000e-01	    1.60206e-02	    2.29214e-02	    4.69105e-03	    7.82321e-03	    7.25137e-03	   -6.12090e-03	   -2.13438e-03	    9.29976e-02	    1.59446e-01	    8.89404e-03	    1.19865e-02	    1.30897e-02
    5.70436e-01	    1.40000e-01	    1.56550e-02	    2.23250e-02	    4.67703e-03	    7.72812e-03	    7.19513e-03	   -6.05385e-03	   -2.21260e-03	    9.13251e-02	    1.55733e-01	    8.77150e-03	    1.17591e-02	    1.28605e-02
    5.75250e-01	    1.40000e-01	    1.52946e-02	    2.17404e-02	    4.66140e-03	    7.63287e-03	    7.13712e-03	   -5.98637e-03	   -2.28576e-03	    8.96638e-02	    1.52086e-01	    8.64840e-03	    1.15342e-02	    1.26325e-02
    5.80085e-01	    1.40000e-01	    1.49394e-02	    2.11676e-02	    4.64418e-03	    7.53747e-03	    7.07742e-03	   -5.91847e-03	   -2.35400e-03	    8.80143e-02	    1.48503e-01	    8.52481e-03	    1.13119e-02	    1.24059e-02
    5.84941e-01	    1.40000e-01	    1.45895e-02	    2.06064e-02	    4.62540e-03	    7.44197e-03	    7.01609e-03	   -5.85015e-03	   -2.41742e-03	    8.63770e-02	    1.44984e-01	    8.40080e-03	    1.10921e-02	    1.21806e-02
    5.89816e-01	    1.40000e-01	    1.42448e-02	    2.00566e-02	    4.60508e-03	    7.34637e-03	    6.95320e-03	   -5.78142e-03	   -2.47616e-03	    8.47524e-02	    1.41527e-01	    8.27646e-03	    1.08748e-02	    1.19569e-02
    5.94713e-01	    1.40000e-01	    1.39054e-02	    1.95181e-02	    4.58325e-03	    7.25071e-03	    6.88882e-03	   -5.71230e-03	   -2.53033e-03	    8.31410e-02	    1.38133e-01	    8.15184e-03	    1.06601e-02	    1.17347e-02
    5.99631e-01	    1.40000e-01	    1.35712e-02	    1.89908e-02	    4.55994e-03	    7.15500e-03	    6.82301e-03	   -5.64279e-03	   -2.58007e-03	    8.15431e-02	    1.34801e-01	    8.02701e-03	    1.04480e-02	    1.15141e-02
    6.04571e-01	    1.40000e-01	    1.32422e-02	    1.84746e-02	    4.53518e-03	    7.05928e-03	    6.75584e-03	   -5.57290e-03	   -2.62549e-03	    7.99591e-02	    1.31529e-01	    7.90206e-03	    1.02384e-02	    1.12952e-02
    6.09532e-01	    1.40000e-01	    1.29186e-02	    1.79693e-02	    4.50900e-03	    6.96357e-03	    6.68738e-03	   -5.50265e-03	   -2.66671e-03	    7.83895e-02	    1.28318e-01	    7.77704e-03	    1.00313e-02	    1.10780e-02
    6.14515e-01	    1.40000e-01	    1.26002e-02	    1.74747e-02	    4.48144e-03	    6.86789e-03	    6.61769e-03	   -5.43206e-03	   -2.70387e-03	    7.68345e-02	    1.25166e-01	    7.65202e-03	    9.82674e-03	    1.08627e-02
    6.19520e-01	    1.40000e-01	    1.22871e-02	    1.69907e-02	    4.45252e-03	    6.77227e-03	    6.54684e-03	   -5.36114e-03	   -2.73709e-03	    7.52945e-02	    1.22074e-01	    7.52707e-03	    9.62474e-03	    1.06492e-02
    6.24548e-01	    1.40000e-01	    1.19792e-02	    1.65172e-02	    4.42229e-03	    6.67673e-03	    6.47488e-03	   -5.28991e-03	   -2.76648e-03	    7.37699e-02	    1.19039e-01	    7.40224e-03	    9.42526e-03	    1.04376e-02
    6.29598e-01	    1.40000e-01	    1.16765e-02	    1.60540e-02	    4.39078e-03	    6.58129e-03	    6.40189e-03	   -5.21839e-03	   -2.79217e-03	    7.22608e-02	    1.16062e-01	    7.27761e-03	    9.22831e-03	    1.02280e-02
    6.34672e-01	    1.40000e-01	    1.13791e-02	    1.56010e-02	    4.35803e-03	    6.48598e-03	    6.32792e-03	   -5.14660e-03	   -2.81428e-03	    7.07677e-02	    1.13142e-01	    7.15323e-03	    9.03389e-03	    1.00204e-02
    6.39769e-01	    1.40000e-01	    1.10869e-02	    1.51580e-02	    4.32406e-03	    6.39083e-03	    6.25305e-03	   -5.07457e-03	   -2.83293e-03	    6.92908e-02	    1.10278e-01	    7.02916e-03	    8.84200e-03	    9.81491e-03
    6.44890e-01	    1.40000e-01	    1.07998e-02	    1.47249e-02	    4.28893e-03	    6.29585e-03	    6.17731e-03	   -5.00232e-03	   -2.84824e-03	    6.78303e-02	    1.07469e-01	    6.90546e-03	    8.65263e-03	    9.61151e-03
    6.50035e-01	    1.40000e-01	    1.05179e-02	    1.43015e-02	    4.25267e-03	    6.20107e-03	    6.10079e-03	   -4.92986e-03	   -2.86033e-03	    6.63864e-02	    1.04716e-01	    6.78219e-03	    8.46578e-03	    9.41025e-03
    6.55204e-01	    1.40000e-01	    1.02412e-02	    1.38877e-02	    4.21531e-03	    6.10652e-03	    6.02353e-03	   -4.85724e-03	   -2.86932e-03	    6.49593e-02	    1.02016e-01	    6.65940e-03	    8.28145e-03	    9.21118e-03
    6.60398e-01	    1.40000e-01	    9.96954e-03	    1.34834e-02	    4.17691e-03	    6.01222e-03	    5.94560e-03	   -4.78447e-03	   -2.87531e-03	    6.35494e-02	    9.93696e-02	    6.53714e-03	    8.09963e-03	    9.01433e-03
    6.65617e-01	    1.40000e-01	    9.70299e-03	    1.30884e-02	    4.13749e-03	    5.91819e-03	    5.86705e-03	   -4.71157e-03	   -2.87844e-03	    6.21566e-02	    9.67760e-02	    6.41546e-03	    7.92032e-03	    8.81973e-03
    6.70861e-01	    1.40000e-01	    9.44148e-03	    1.27025e-02	    4.09709e-03	    5.82446e-03	    5.78794e-03	   -4.63859e-03	   -2.87880e-03	    6.07813e-02	    9.42344e-02	    6.29442e-03	    7.74352e-03	    8.62743e-03
    6.76130e-01	    1.40000e-01	    9.18499e-03	    1.23256e-02	    4.05577e-03	    5.73105e-03	    5.70833e-03	   -4.56553e-03	   -2.87651e-03	    5.94235e-02	    9.17441e-02	    6.17406e-03	    7.56922e-03	    8.43743e-03
    6.81425e-01	    1.40000e-01	    8.93348e-03	    1.19576e-02	    4.01355e-03	    5.63798e-03	    5.62826e-03	   -4.49245e-03	   -2.87168e-03	    5.80834e-02	    8.93044e-02	    6.05443e-03	    7.39742e-03	    8.24978e-03
    6.86747e-01	    1.40000e-01	    8.68692e-03	    1.15984e-02	    3.97048e-03	    5.54528e-03	    5.54780e-03	   -4.41935e-03	   -2.86441e-03	    5.67611e-02	    8.69146e-02	    5.93557e-03	    7.22810e-03	    8.06450e-03
    6.92095e-01	    1.40000e-01	    8.44526e-03	    1.12477e-02	    3.92660e-03	    5.45296e-03	    5.46699e-03	   -4.34627e-03	   -2.85482e-03	    5.54568e-02	    8.45741e-02	    5.81753e-03	    7.06128e-03	    7.88160e-03
    6.97470e-01	    1.40000e-01	    8.20847e-03	    1.09054e-02	    3.88195e-03	    5.36106e-03	    5.38589e-03	   -4.27325e-03	   -2.84300e-03	    5.41705e-02	    8.22822e-02	    5.70035e-03	    6.89693e-03	    7.70111e-03
    7.02873e-01	    1.40000e-01	    7.97650e-03	    1.05715e-02	    3.83657e-03	    5.26959e-03	    5.30454e-03	   -4.20031e-03	   -2.82907e-03	    5.29022e-02	    8.00382e-02	    5.58407e-03	    6.73505e-03	    7.52304e-03
    7.08303e-01	    1.40000e-01	    7.74931e-03	    1.02456e-02	    3.79050e-03	    5.17857e-03	    5.22300e-03	   -4.12747e-03	   -2.81311e-03	    5.16522e-02	    7.78414e-02	    5.46873e-03	    6.57564e-03	    7.34742e-03
    7.13761e-01	    1.40000e-01	    7.52686e-03	    9.92785e-03	    3.74379e-03	    5.08803e-03	    5.14131e-03	   -4.05478e-03	   -2.79524e-03	    5.04204e-02	    7.56912e-02	    5.35436e-03	    6.41869e-03	    7.17425e-03
    7.19247e-01	    1.40000e-01	    7.30910e-03	    9.61792e-03	    3.69646e-03	    4.99800e-03	    5.05953e-03	   -3.98225e-03	   -2.77553e-03	    4.92068e-02	    7.35868e-02	    5.24101e-03	    6.26419e-03	    7.00355e-03
    7.24762e-01	    1.40000e-01	    7.09598e-03	    9.31573e-03	    3.64857e-03	    4.90848e-03	    4.97769e-03	   -3.90993e-03	   -2.75410e-03	    4.80116e-02	    7.15277e-02	    5.12870e-03	    6.11214e-03	    6.83533e-03
    7.30306e-01	    1.40000e-01	    6.88746e-03	    9.02114e-03	    3.60015e-03	    4.81950e-03	    4.89585e-03	   -3.83783e-03	   -2.73103e-03	    4.68347e-02	    6.95132e-02	    5.01746e-03	    5.96251e-03	    6.66959e-03
    7.35879e-01	    1.40000e-01	    6.68348e-03	    8.73400e-03	    3.55124e-03	    4.73108e-03	    4.81404e-03	   -3.76599e-03	   -2.70640e-03	    4.56762e-02	    6.75425e-02	    4.90733e-03	    5.81531e-03	    6.50635e-03
    7.41482e-01	    1.40000e-01	    6.48399e-03	    8.45419e-03	    3.50188e-03	    4.64325e-03	    4.73230e-03	   -3.69443e-03	   -2.68032e-03	    4.45361e-02	    6.56151e-02	    4.79834e-03	    5.67052e-03	    6.34561e-03
    7.47116e-01	    1.40000e-01	    6.28895e-03	    8.18157e-03	    3.45211e-03	    4.55602e-03	    4.65069e-03	   -3.62320e-03	   -2.65287e-03	    4.34143e-02	    6.37303e-02	    4.69051e-03	    5.52813e-03	    6.18737e-03
    7.52780e-01	    1.40000e-01	    6.09829e-03	    7.91601e-03	    3.40197e-03	    4.46941e-03	    4.56924e-03	   -3.55230e-03	   -2.62412e-03	    4.23108e-02	    6.18875e-02	    4.58387e-03	    5.38814e-03	    6.03164e-03
    7.58475e-01	    1.40000e-01	    5.91197e-03	    7.65737e-03	    3.35150e-03	    4.38343e-03	    4.48799e-03	   -3.48178e-03	   -2.59417e-03	    4.12257e-02	    6.00860e-02	    4.47845e-03	    5.25052e-03	    5.87842e-03
    7.64201e-01	    1.40000e-01	    5.72994e-03	    7.40552e-03	    3.30072e-03	    4.29812e-03	    4.40697e-03	   -3.41166e-03	   -2.56308e-03	    4.01588e-02	    5.83251e-02	    4.37427e-03	    5.11528e-03	    5.72770e-03
    7.69959e-01	    1.40000e-01	    5.55213e-03	    7.16034e-03	    3.24968e-03	    4.21348e-03	    4.32624e-03	   -3.34196e-03	   -2.53095e-03	    3.91101e-02	    5.66044e-02	    4.27134e-03	    4.98238e-03	    5.57949e-03
    7.75750e-01	    1.40000e-01	    5.37849e-03	    6.92169e-03	    3.19842e-03	    4.12954e-03	    4.24581e-03	   -3.27271e-03	   -2.49784e-03	    3.80797e-02	    5.49230e-02	    4.16970e-03	    4.85183e-03	    5.43378e-03
    7.81573e-01	    1.40000e-01	    5.20897e-03	    6.68945e-03	    3.14697e-03	    4.04630e-03	    4.16572e-03	   -3.20395e-03	   -2.46383e-03	    3.70674e-02	    5.32804e-02	    4.06935e-03	    4.72361e-03	    5.29056e-03
    7.87429e-01	    1.40000e-01	    5.04351e-03	    6.46349e-03	    3.09537e-03	    3.96380e-03	    4.08602e-03	   -3.13568e-03	   -2.42899e-03	    3.60731e-02	    5.16760e-02	    3.97032e-03	    4.59770e-03	    5.14984e-03
    7.93319e-01	    1.40000e-01	    4.88205e-03	    6.24369e-03	    3.04364e-03	    3.88203e-03	    4.00673e-03	   -3.06795e-03	   -2.39338e-03	    3.50968e-02	    5.01092e-02	    3.87263e-03	    4.47409e-03	    5.01160e-03
    7.99243e-01	    1.40000e-01	    4.72453e-03	    6.02992e-03	    2.99183e-03	    3.80103e-03	    3.92788e-03	   -3.00076e-03	   -2.35708e-03	    3.41384e-02	    4.85793e-02	    3.77628e-03	    4.35277e-03	    4.87583e-03
    8.05201e-01	    1.40000e-01	    4.57090e-03	    5.82206e-03	    2.93997e-03	    3.72080e-03	    3.84951e-03	   -2.93415e-03	   -2.32016e-03	    3.31978e-02	    4.70858e-02	    3.68129e-03	    4.23371e-03	    4.74253e-03
    8.11194e-01	    1.40000e-01	    4.42111e-03	    5.61999e-03	    2.88808e-03	    3.64136e-03	    3.77164e-03	   -2.86813e-03	   -2.28266e-03	    3.22750e-02	    4.56281e-02	    3.58768e-03	    4.11691e-03	    4.61169e-03
    8.17222e-01	    1.40000e-01	    4.27508e-03	    5.42360e-03	    2.83620e-03	    3.56273e-03	    3.69430e-03	   -2.80274e-03	   -2.24466e-03	    3.13697e-02	    4.42055e-02	    3.49546e-03	    4.00234e-03	    4.48330e-03
    8.23287e-01	    1.40000e-01	    4.13276e-03	    5.23275e-03	    2.78437e-03	    3.48491e-03	    3.61753e-03	   -2.73798e-03	   -2.20621e-03	    3.04819e-02	    4.28174e-02	    3.40462e-03	    3.88999e-03	    4.35733e-03
    8.29387e-01	    1.40000e-01	    3.99410e-03	    5.04735e-03	    2.73260e-03	    3.40792e-03	    3.54134e-03	   -2.67388e-03	   -2.16737e-03	    2.96116e-02	    4.14634e-02	    3.31520e-03	    3.77984e-03	    4.23379e-03
    8.35524e-01	    1.40000e-01	    3.85903e-03	    4.86726e-03	    2.68094e-03	    3.33177e-03	    3.46576e-03	   -2.61046e-03	   -2.12819e-03	    2.87585e-02	    4.01427e-02	    3.22718e-03	    3.67188e-03	    4.11264e-03
    8.41699e-01	    1.40000e-01	    3.72749e-03	    4.69238e-03	    2.62940e-03	    3.25648e-03	    3.39082e-03	   -2.54774e-03	   -2.08874e-03	    2.79225e-02	    3.88549e-02	    3.14059e-03	    3.56608e-03	    3.99389e-03
    8.47911e-01	    1.40000e-01	    3.59944e-03	    4.52260e-03	    2.57803e-03	    3.18206e-03	    3.31653e-03	   -2.48573e-03	   -2.04905e-03	    2.71035e-02	    3.75993e-02	    3.05541e-03	    3.46243e-03	    3.87752e-03
    8.54162e-01	    1.40000e-01	    3.47480e-03	    4.35781e-03	    2.52683e-03	    3.10851e-03	    3.24293e-03	   -2.42446e-03	   -2.00918e-03	    2.63015e-02	    3.63755e-02	    2.97167e-03	    3.36090e-03	    3.76350e-03
    8.60452e-01	    1.40000e-01	    3.35351e-03	    4.19789e-03	    2.47585e-03	    3.03585e-03	    3.17003e-03	   -2.36393e-03	   -1.96917e-03	    2.55161e-02	    3.51827e-02	    2.88935e-03	    3.26148e-03	    3.65181e-03
    8.66781e-01	    1.40000e-01	    3.23553e-03	    4.04273e-03	    2.42510e-03	    2.96409e-03	    3.09785e-03	   -2.30416e-03	   -1.92908e-03	    2.47473e-02	    3.40206e-02	    2.80847e-03	    3.16415e-03	    3.54245e-03
    8.73149e-01	    1.40000e-01	    3.12079e-03	    3.89224e-03	    2.37461e-03	    2.89323e-03	    3.02642e-03	   -2.24516e-03	   -1.88894e-03	    2.39950e-02	    3.28885e-02	    2.72902e-03	    3.06889e-03	    3.43540e-03
    8.79559e-01	    1.40000e-01	    3.00923e-03	    3.74630e-03	    2.32441e-03	    2.82329e-03	    2.95575e-03	   -2.18696e-03	   -1.84879e-03	    2.32589e-02	    3.17859e-02	    2.65101e-03	    2.97568e-03	    3.33062e-03
    8.86009e-01	    1.40000e-01	    2.90079e-03	    3.60482e-03	    2.27452e-03	    2.75427e-03	    2.88585e-03	   -2.12956e-03	   -1.80869e-03	    2.25390e-02	    3.07122e-02	    2.57443e-03	    2.88449e-03	    3.22811e-03
    8.92501e-01	    1.40000e-01	    2.79541e-03	    3.46769e-03	    2.22495e-03	    2.68619e-03	    2.81676e-03	   -2.07297e-03	   -1.76865e-03	    2.18350e-02	    2.96670e-02	    2.49929e-03	    2.79530e-03	    3.12783e-03
    8.99035e-01	    1.40000e-01	    2.69305e-03	    3.33480e-03	    2.17574e-03	    2.61904e-03	    2.74847e-03	   -2.01721e-03	   -1.72873e-03	    2.11469e-02	    2.86496e-02	    2.42557e-03	    2.70810e-03	    3.02978e-03
    9.05611e-01	    1.40000e-01	    2.59363e-03	    3.20607e-03	    2.12690e-03	    2.55283e-03	    2.68101e-03	   -1.96228e-03	   -1.68896e-03	    2.04743e-02	    2.76596e-02	    2.35329e-03	    2.62286e-03	    2.93392e-03
