# mc-number	             name	     mass	    width	deg	Qb	Qs	Qc	Qbot	isospin	charge	decays	   Nyield
#       211	              pi+	  0.14000	0.00000e+00	1	0	  0	0	0	1	  1	  1	0.000643493
# 1:pbar [GeV]	2:m [GeV]	3:Feq 1	4:Feq 2	5:Fshear 1	6:Fshear 2	7:Fshear 3	8:Fbulk 1	9:Fbulk 2	10:Ftemp 1	11:Ftemp 2	12:Fvel 1	13:Fvel 2	14:Fvel 3
    9.12231e-01	    1.40000e-01	    2.49710e-03	    3.08138e-03	    2.07845e-03	    2.48758e-03	    2.61439e-03	   -1.90819e-03	   -1.64937e-03	    1.98172e-02	    2.66965e-02	    2.28242e-03	    2.53956e-03	    2.84024e-03
    9.18895e-01	    1.40000e-01	    2.40341e-03	    2.96066e-03	    2.03042e-03	    2.42328e-03	    2.54863e-03	   -1.85496e-03	   -1.60999e-03	    1.91754e-02	    2.57597e-02	    2.21298e-03	    2.45818e-03	    2.74871e-03
    9.25604e-01	    1.40000e-01	    2.31249e-03	    2.84379e-03	    1.98281e-03	    2.35995e-03	    2.48373e-03	   -1.80258e-03	   -1.57085e-03	    1.85486e-02	    2.48487e-02	    2.14494e-03	    2.37869e-03	    2.65931e-03
    9.32358e-01	    1.40000e-01	    2.22430e-03	    2.73069e-03	    1.93566e-03	    2.29758e-03	    2.41971e-03	   -1.75107e-03	   -1.53198e-03	    1.79368e-02	    2.39630e-02	    2.07832e-03	    2.30107e-03	    2.57201e-03
    9.39157e-01	    1.40000e-01	    2.13877e-03	    2.62127e-03	    1.88897e-03	    2.23618e-03	    2.35658e-03	   -1.70043e-03	   -1.49342e-03	    1.73398e-02	    2.31022e-02	    2.01309e-03	    2.22530e-03	    2.48679e-03
    9.46003e-01	    1.40000e-01	    2.05584e-03	    2.51544e-03	    1.84276e-03	    2.17575e-03	    2.29434e-03	   -1.65067e-03	   -1.45518e-03	    1.67572e-02	    2.22657e-02	    1.94925e-03	    2.15135e-03	    2.40362e-03
    9.52896e-01	    1.40000e-01	    1.97547e-03	    2.41309e-03	    1.79704e-03	    2.11629e-03	    2.23301e-03	   -1.60179e-03	   -1.41729e-03	    1.61891e-02	    2.14531e-02	    1.88680e-03	    2.07920e-03	    2.32248e-03
    9.59837e-01	    1.40000e-01	    1.89760e-03	    2.31416e-03	    1.75184e-03	    2.05782e-03	    2.17260e-03	   -1.55379e-03	   -1.37977e-03	    1.56351e-02	    2.06639e-02	    1.82572e-03	    2.00884e-03	    2.24335e-03
    9.66826e-01	    1.40000e-01	    1.82218e-03	    2.21855e-03	    1.70717e-03	    2.00032e-03	    2.11312e-03	   -1.50668e-03	   -1.34265e-03	    1.50951e-02	    1.98975e-02	    1.76600e-03	    1.94022e-03	    2.16619e-03
    9.73865e-01	    1.40000e-01	    1.74914e-03	    2.12617e-03	    1.66303e-03	    1.94381e-03	    2.05456e-03	   -1.46046e-03	   -1.30595e-03	    1.45689e-02	    1.91536e-02	    1.70764e-03	    1.87333e-03	    2.09099e-03
    9.80953e-01	    1.40000e-01	    1.67844e-03	    2.03695e-03	    1.61945e-03	    1.88827e-03	    1.99695e-03	   -1.41513e-03	   -1.26968e-03	    1.40562e-02	    1.84316e-02	    1.65062e-03	    1.80815e-03	    2.01771e-03
    9.88092e-01	    1.40000e-01	    1.61002e-03	    1.95080e-03	    1.57642e-03	    1.83372e-03	    1.94027e-03	   -1.37070e-03	   -1.23387e-03	    1.35570e-02	    1.77311e-02	    1.59493e-03	    1.74465e-03	    1.94632e-03
    9.95282e-01	    1.40000e-01	    1.54384e-03	    1.86764e-03	    1.53398e-03	    1.78015e-03	    1.88454e-03	   -1.32715e-03	   -1.19852e-03	    1.30709e-02	    1.70517e-02	    1.54056e-03	    1.68280e-03	    1.87681e-03
    1.00252e+00	    1.40000e-01	    1.47983e-03	    1.78739e-03	    1.49211e-03	    1.72756e-03	    1.82976e-03	   -1.28450e-03	   -1.16366e-03	    1.25979e-02	    1.63929e-02	    1.48750e-03	    1.62259e-03	    1.80914e-03
    1.00982e+00	    1.40000e-01	    1.41795e-03	    1.70997e-03	    1.45085e-03	    1.67595e-03	    1.77594e-03	   -1.24273e-03	   -1.12931e-03	    1.21376e-02	    1.57542e-02	    1.43573e-03	    1.56398e-03	    1.74328e-03
    1.01717e+00	    1.40000e-01	    1.35815e-03	    1.63532e-03	    1.41018e-03	    1.62532e-03	    1.72308e-03	   -1.20185e-03	   -1.09547e-03	    1.16900e-02	    1.51352e-02	    1.38525e-03	    1.50695e-03	    1.67922e-03
    1.02457e+00	    1.40000e-01	    1.30037e-03	    1.56334e-03	    1.37013e-03	    1.57566e-03	    1.67117e-03	   -1.16186e-03	   -1.06215e-03	    1.12547e-02	    1.45356e-02	    1.33603e-03	    1.45147e-03	    1.61691e-03
    1.03203e+00	    1.40000e-01	    1.24458e-03	    1.49397e-03	    1.33070e-03	    1.52698e-03	    1.62023e-03	   -1.12275e-03	   -1.02938e-03	    1.08317e-02	    1.39547e-02	    1.28806e-03	    1.39754e-03	    1.55634e-03
    1.03954e+00	    1.40000e-01	    1.19071e-03	    1.42713e-03	    1.29190e-03	    1.47927e-03	    1.57025e-03	   -1.08452e-03	   -9.97148e-04	    1.04206e-02	    1.33923e-02	    1.24133e-03	    1.34510e-03	    1.49747e-03
    1.04712e+00	    1.40000e-01	    1.13872e-03	    1.36276e-03	    1.25373e-03	    1.43252e-03	    1.52123e-03	   -1.04716e-03	   -9.65479e-04	    1.00213e-02	    1.28479e-02	    1.19583e-03	    1.29415e-03	    1.44027e-03
    1.05474e+00	    1.40000e-01	    1.08856e-03	    1.30078e-03	    1.21620e-03	    1.38674e-03	    1.47318e-03	   -1.01067e-03	   -9.34376e-04	    9.63358e-03	    1.23211e-02	    1.15153e-03	    1.24464e-03	    1.38472e-03
    1.06243e+00	    1.40000e-01	    1.04019e-03	    1.24113e-03	    1.17931e-03	    1.34192e-03	    1.42608e-03	   -9.75050e-04	   -9.03848e-04	    9.25724e-03	    1.18115e-02	    1.10842e-03	    1.19658e-03	    1.33079e-03
    1.07018e+00	    1.40000e-01	    9.93560e-04	    1.18373e-03	    1.14307e-03	    1.29806e-03	    1.37995e-03	   -9.40284e-04	   -8.73900e-04	    8.89207e-03	    1.13186e-02	    1.06649e-03	    1.14992e-03	    1.27846e-03
    1.07799e+00	    1.40000e-01	    9.48621e-04	    1.12853e-03	    1.10749e-03	    1.25514e-03	    1.33477e-03	   -9.06371e-04	   -8.44538e-04	    8.53787e-03	    1.08422e-02	    1.02572e-03	    1.10463e-03	    1.22768e-03
    1.08586e+00	    1.40000e-01	    9.05330e-04	    1.07545e-03	    1.07257e-03	    1.21317e-03	    1.29055e-03	   -8.73303e-04	   -8.15767e-04	    8.19443e-03	    1.03817e-02	    9.86096e-04	    1.06071e-03	    1.17844e-03
    1.09379e+00	    1.40000e-01	    8.63642e-04	    1.02444e-03	    1.03830e-03	    1.17213e-03	    1.24729e-03	   -8.41073e-04	   -7.87592e-04	    7.86155e-03	    9.93687e-03	    9.47596e-04	    1.01811e-03	    1.13070e-03
    1.10178e+00	    1.40000e-01	    8.23514e-04	    9.75433e-04	    1.00470e-03	    1.13203e-03	    1.20497e-03	   -8.09673e-04	   -7.60014e-04	    7.53902e-03	    9.50725e-03	    9.10206e-04	    9.76820e-04	    1.08444e-03
    1.10984e+00	    1.40000e-01	    7.84903e-04	    9.28366e-04	    9.71760e-04	    1.09286e-03	    1.16359e-03	   -7.79096e-04	   -7.33038e-04	    7.22665e-03	    9.09248e-03	    8.73908e-04	    9.36807e-04	    1.03962e-03
    1.11796e+00	    1.40000e-01	    7.47765e-04	    8.83180e-04	    9.39487e-04	    1.05460e-03	    1.12316e-03	   -7.49334e-04	   -7.06665e-04	    6.92422e-03	    8.69219e-03	    8.38686e-04	    8.98048e-04	    9.96231e-04
    1.12615e+00	    1.40000e-01	    7.12060e-04	    8.39817e-04	    9.07881e-04	    1.01725e-03	    1.08366e-03	   -7.20376e-04	   -6.80895e-04	    6.63154e-03	    8.30601e-03	    8.04520e-04	    8.60520e-04	    9.54227e-04
    1.13441e+00	    1.40000e-01	    6.77745e-04	    7.98220e-04	    8.76942e-04	    9.80816e-04	    1.04509e-03	   -6.92215e-04	   -6.55728e-04	    6.34840e-03	    7.93358e-03	    7.71393e-04	    8.24196e-04	    9.13587e-04
    1.14273e+00	    1.40000e-01	    6.44781e-04	    7.58334e-04	    8.46670e-04	    9.45267e-04	    1.00745e-03	   -6.64840e-04	   -6.31166e-04	    6.07460e-03	    7.57455e-03	    7.39289e-04	    7.89052e-04	    8.74280e-04
    1.15112e+00	    1.40000e-01	    6.13128e-04	    7.20103e-04	    8.17064e-04	    9.10614e-04	    9.70717e-04	   -6.38243e-04	   -6.07206e-04	    5.80995e-03	    7.22856e-03	    7.08188e-04	    7.55063e-04	    8.36280e-04
    1.15959e+00	    1.40000e-01	    5.82746e-04	    6.83475e-04	    7.88122e-04	    8.76840e-04	    9.34898e-04	   -6.12412e-04	   -5.83847e-04	    5.55424e-03	    6.89527e-03	    6.78072e-04	    7.22205e-04	    7.99558e-04
    1.16812e+00	    1.40000e-01	    5.53598e-04	    6.48396e-04	    7.59843e-04	    8.43935e-04	    8.99982e-04	   -5.87338e-04	   -5.61087e-04	    5.30727e-03	    6.57434e-03	    6.48923e-04	    6.90453e-04	    7.64086e-04
    1.17673e+00	    1.40000e-01	    5.25645e-04	    6.14815e-04	    7.32226e-04	    8.11891e-04	    8.65961e-04	   -5.63010e-04	   -5.38923e-04	    5.06885e-03	    6.26544e-03	    6.20722e-04	    6.59783e-04	    7.29836e-04
    1.18541e+00	    1.40000e-01	    4.98851e-04	    5.82683e-04	    7.05265e-04	    7.80700e-04	    8.32827e-04	   -5.39416e-04	   -5.17352e-04	    4.83878e-03	    5.96823e-03	    5.93452e-04	    6.30170e-04	    6.96781e-04
    1.19417e+00	    1.40000e-01	    4.73179e-04	    5.51951e-04	    6.78967e-04	    7.50351e-04	    8.00571e-04	   -5.16547e-04	   -4.96370e-04	    4.61687e-03	    5.68239e-03	    5.67093e-04	    6.01591e-04	    6.64892e-04
    1.20300e+00	    1.40000e-01	    4.48594e-04	    5.22571e-04	    6.53310e-04	    7.20837e-04	    7.69185e-04	   -4.94390e-04	   -4.75972e-04	    4.40292e-03	    5.40761e-03	    5.41628e-04	    5.74022e-04	    6.34144e-04
    1.21192e+00	    1.40000e-01	    4.25060e-04	    4.94496e-04	    6.28306e-04	    6.92139e-04	    7.38660e-04	   -4.72933e-04	   -4.56155e-04	    4.19674e-03	    5.14356e-03	    5.17036e-04	    5.47439e-04	    6.04508e-04
    1.22090e+00	    1.40000e-01	    4.02544e-04	    4.67681e-04	    6.03945e-04	    6.64262e-04	    7.08985e-04	   -4.52166e-04	   -4.36911e-04	    3.99815e-03	    4.88994e-03	    4.93301e-04	    5.21818e-04	    5.75957e-04
    1.22997e+00	    1.40000e-01	    3.81013e-04	    4.42081e-04	    5.80224e-04	    6.37184e-04	    6.80151e-04	   -4.32076e-04	   -4.18237e-04	    3.80694e-03	    4.64645e-03	    4.70403e-04	    4.97135e-04	    5.48465e-04
    1.23912e+00	    1.40000e-01	    3.60432e-04	    4.17653e-04	    5.57136e-04	    6.10896e-04	    6.52147e-04	   -4.12651e-04	   -4.00126e-04	    3.62294e-03	    4.41278e-03	    4.48323e-04	    4.73370e-04	    5.22005e-04
    1.24836e+00	    1.40000e-01	    3.40771e-04	    3.94355e-04	    5.34677e-04	    5.85387e-04	    6.24964e-04	   -3.93879e-04	   -3.82571e-04	    3.44596e-03	    4.18864e-03	    4.27043e-04	    4.50496e-04	    4.96551e-04
    1.25767e+00	    1.40000e-01	    3.21997e-04	    3.72146e-04	    5.12843e-04	    5.60643e-04	    5.98590e-04	   -3.75747e-04	   -3.65565e-04	    3.27581e-03	    3.97375e-03	    4.06545e-04	    4.28492e-04	    4.72076e-04
    1.26708e+00	    1.40000e-01	    3.04080e-04	    3.50985e-04	    4.91624e-04	    5.36663e-04	    5.73014e-04	   -3.58243e-04	   -3.49102e-04	    3.11231e-03	    3.76781e-03	    3.86810e-04	    4.07336e-04	    4.48555e-04
    1.27656e+00	    1.40000e-01	    2.86990e-04	    3.30834e-04	    4.71017e-04	    5.13424e-04	    5.48224e-04	   -3.41355e-04	   -3.33174e-04	    2.95529e-03	    3.57057e-03	    3.67820e-04	    3.87004e-04	    4.25963e-04
    1.28614e+00	    1.40000e-01	    2.70697e-04	    3.11654e-04	    4.51014e-04	    4.90918e-04	    5.24210e-04	   -3.25070e-04	   -3.17772e-04	    2.80456e-03	    3.38173e-03	    3.49556e-04	    3.67475e-04	    4.04273e-04
    1.29581e+00	    1.40000e-01	    2.55172e-04	    2.93408e-04	    4.31608e-04	    4.69134e-04	    5.00958e-04	   -3.09374e-04	   -3.02890e-04	    2.65995e-03	    3.20103e-03	    3.32000e-04	    3.48727e-04	    3.83461e-04
    1.30557e+00	    1.40000e-01	    2.40389e-04	    2.76060e-04	    4.12792e-04	    4.48059e-04	    4.78458e-04	   -2.94255e-04	   -2.88518e-04	    2.52128e-03	    3.02822e-03	    3.15135e-04	    3.30738e-04	    3.63501e-04
    1.31542e+00	    1.40000e-01	    2.26318e-04	    2.59576e-04	    3.94557e-04	    4.27680e-04	    4.56695e-04	   -2.79701e-04	   -2.74647e-04	    2.38838e-03	    2.86302e-03	    2.98941e-04	    3.13487e-04	    3.44371e-04
    1.32536e+00	    1.40000e-01	    2.12934e-04	    2.43920e-04	    3.76897e-04	    4.07985e-04	    4.35659e-04	   -2.65699e-04	   -2.61270e-04	    2.26109e-03	    2.70520e-03	    2.83401e-04	    2.96952e-04	    3.26044e-04
    1.33540e+00	    1.40000e-01	    2.00211e-04	    2.29061e-04	    3.59803e-04	    3.88962e-04	    4.15337e-04	   -2.52234e-04	   -2.48376e-04	    2.13923e-03	    2.55450e-03	    2.68497e-04	    2.81113e-04	    3.08498e-04
    1.34554e+00	    1.40000e-01	    1.88122e-04	    2.14965e-04	    3.43267e-04	    3.70598e-04	    3.95714e-04	   -2.39296e-04	   -2.35957e-04	    2.02264e-03	    2.41068e-03	    2.54212e-04	    2.65948e-04	    2.91708e-04
    1.35578e+00	    1.40000e-01	    1.76644e-04	    2.01601e-04	    3.27279e-04	    3.52880e-04	    3.76779e-04	   -2.26870e-04	   -2.24003e-04	    1.91116e-03	    2.27351e-03	    2.40527e-04	    2.51439e-04	    2.75653e-04
    1.36612e+00	    1.40000e-01	    1.65752e-04	    1.88939e-04	    3.11833e-04	    3.35795e-04	    3.58517e-04	   -2.14943e-04	   -2.12504e-04	    1.80463e-03	    2.14274e-03	    2.27427e-04	    2.37564e-04	    2.60307e-04
    1.37656e+00	    1.40000e-01	    1.55423e-04	    1.76950e-04	    2.96917e-04	    3.19330e-04	    3.40916e-04	   -2.03504e-04	   -2.01452e-04	    1.70288e-03	    2.01816e-03	    2.14894e-04	    2.24304e-04	    2.45650e-04
    1.38711e+00	    1.40000e-01	    1.45633e-04	    1.65604e-04	    2.82524e-04	    3.03472e-04	    3.23963e-04	   -1.92539e-04	   -1.90835e-04	    1.60577e-03	    1.89955e-03	    2.02910e-04	    2.11639e-04	    2.31659e-04
    1.39776e+00	    1.40000e-01	    1.36362e-04	    1.54875e-04	    2.68643e-04	    2.88208e-04	    3.07642e-04	   -1.82035e-04	   -1.80643e-04	    1.51313e-03	    1.78667e-03	    1.91459e-04	    1.99550e-04	    2.18312e-04
    1.40853e+00	    1.40000e-01	    1.27586e-04	    1.44734e-04	    2.55266e-04	    2.73524e-04	    2.91942e-04	   -1.71979e-04	   -1.70868e-04	    1.42483e-03	    1.67934e-03	    1.80524e-04	    1.88018e-04	    2.05587e-04
    1.41940e+00	    1.40000e-01	    1.19286e-04	    1.35158e-04	    2.42381e-04	    2.59408e-04	    2.76847e-04	   -1.62360e-04	   -1.61498e-04	    1.34071e-03	    1.57732e-03	    1.70090e-04	    1.77025e-04	    1.93464e-04
    1.43039e+00	    1.40000e-01	    1.11440e-04	    1.26119e-04	    2.29981e-04	    2.45846e-04	    2.62345e-04	   -1.53163e-04	   -1.52524e-04	    1.26062e-03	    1.48044e-03	    1.60139e-04	    1.66552e-04	    1.81921e-04
    1.44149e+00	    1.40000e-01	    1.04030e-04	    1.17594e-04	    2.18053e-04	    2.32825e-04	    2.48420e-04	   -1.44378e-04	   -1.43935e-04	    1.18443e-03	    1.38848e-03	    1.50656e-04	    1.56582e-04	    1.70939e-04
    1.45270e+00	    1.40000e-01	    9.70349e-05	    1.09559e-04	    2.06590e-04	    2.20332e-04	    2.35060e-04	   -1.35990e-04	   -1.35720e-04	    1.11200e-03	    1.30125e-03	    1.41625e-04	    1.47096e-04	    1.60496e-04
    1.46404e+00	    1.40000e-01	    9.04377e-05	    1.01991e-04	    1.95579e-04	    2.08354e-04	    2.22250e-04	   -1.27989e-04	   -1.27870e-04	    1.04318e-03	    1.21857e-03	    1.33032e-04	    1.38078e-04	    1.50575e-04
    1.47549e+00	    1.40000e-01	    8.42198e-05	    9.48689e-05	    1.85011e-04	    1.96876e-04	    2.09976e-04	   -1.20362e-04	   -1.20374e-04	    9.77850e-04	    1.14025e-03	    1.24859e-04	    1.29511e-04	    1.41154e-04
    1.48707e+00	    1.40000e-01	    7.83638e-05	    8.81708e-05	    1.74876e-04	    1.85886e-04	    1.98224e-04	   -1.13097e-04	   -1.13223e-04	    9.15870e-04	    1.06612e-03	    1.17094e-04	    1.21377e-04	    1.32217e-04
    1.49878e+00	    1.40000e-01	    7.28530e-05	    8.18764e-05	    1.65163e-04	    1.75371e-04	    1.86980e-04	   -1.06181e-04	   -1.06404e-04	    8.57114e-04	    9.96004e-04	    1.09720e-04	    1.13661e-04	    1.23743e-04
    1.51061e+00	    1.40000e-01	    6.76710e-05	    7.59659e-05	    1.55861e-04	    1.65317e-04	    1.76231e-04	   -9.96043e-05	   -9.99093e-05	    8.01456e-04	    9.29731e-04	    1.02724e-04	    1.06346e-04	    1.15715e-04
    1.52257e+00	    1.40000e-01	    6.28022e-05	    7.04203e-05	    1.46960e-04	    1.55712e-04	    1.65962e-04	   -9.33538e-05	   -9.37275e-05	    7.48773e-04	    8.67138e-04	    9.60918e-05	    9.94180e-05	    1.08116e-04
    1.53467e+00	    1.40000e-01	    5.82311e-05	    6.52212e-05	    1.38449e-04	    1.46542e-04	    1.56159e-04	   -8.74186e-05	   -8.78488e-05	    6.98946e-04	    8.08066e-04	    8.98088e-05	    9.28605e-05	    1.00928e-04
    1.54690e+00	    1.40000e-01	    5.39433e-05	    6.03509e-05	    1.30319e-04	    1.37794e-04	    1.46808e-04	   -8.17873e-05	   -8.22628e-05	    6.51857e-04	    7.52361e-04	    8.38617e-05	    8.66588e-05	    9.41346e-05
    1.55927e+00	    1.40000e-01	    4.99246e-05	    5.57924e-05	    1.22557e-04	    1.29456e-04	    1.37897e-04	   -7.64489e-05	   -7.69599e-05	    6.07392e-04	    6.99872e-04	    7.82372e-05	    8.07985e-05	    8.77191e-05
    1.57178e+00	    1.40000e-01	    4.61612e-05	    5.15294e-05	    1.15153e-04	    1.21515e-04	    1.29410e-04	   -7.13924e-05	   -7.19303e-05	    5.65439e-04	    6.50454e-04	    7.29223e-05	    7.52653e-05	    8.16656e-05
    1.58443e+00	    1.40000e-01	    4.26401e-05	    4.75462e-05	    1.08097e-04	    1.13957e-04	    1.21335e-04	   -6.66069e-05	   -6.71642e-05	    5.25891e-04	    6.03965e-04	    6.79043e-05	    7.00454e-05	    7.59585e-05
    1.59723e+00	    1.40000e-01	    3.93487e-05	    4.38278e-05	    1.01379e-04	    1.06771e-04	    1.13658e-04	   -6.20823e-05	   -6.26520e-05	    4.88641e-04	    5.60270e-04	    6.31708e-05	    6.51253e-05	    7.05826e-05
    1.61018e+00	    1.40000e-01	    3.62746e-05	    4.03597e-05	    9.49881e-05	    9.99441e-05	    1.06366e-04	   -5.78079e-05	   -5.83839e-05	    4.53588e-04	    5.19236e-04	    5.87095e-05	    6.04918e-05	    6.55232e-05
    1.62328e+00	    1.40000e-01	    3.34064e-05	    3.71280e-05	    8.89131e-05	    9.34640e-05	    9.94459e-05	   -5.37737e-05	   -5.43508e-05	    4.20630e-04	    4.80734e-04	    5.45087e-05	    5.61323e-05	    6.07661e-05
    1.63654e+00	    1.40000e-01	    3.07327e-05	    3.41194e-05	    8.31440e-05	    8.73184e-05	    9.28841e-05	   -4.99697e-05	   -5.05434e-05	    3.89672e-04	    4.44640e-04	    5.05569e-05	    5.20342e-05	    5.62971e-05
    1.64995e+00	    1.40000e-01	    2.82427e-05	    3.13212e-05	    7.76707e-05	    8.14955e-05	    8.66681e-05	   -4.63862e-05	   -4.69526e-05	    3.60619e-04	    4.10836e-04	    4.68427e-05	    4.81855e-05	    5.21028e-05
    1.66353e+00	    1.40000e-01	    2.59262e-05	    2.87213e-05	    7.24828e-05	    7.59834e-05	    8.07852e-05	   -4.30139e-05	   -4.35697e-05	    3.33380e-04	    3.79206e-04	    4.33554e-05	    4.45744e-05	    4.81701e-05
    1.67727e+00	    1.40000e-01	    2.37731e-05	    2.63081e-05	    6.75701e-05	    7.07704e-05	    7.52227e-05	   -3.98430e-05	   -4.03855e-05	    3.07866e-04	    3.49638e-04	    4.00842e-05	    4.11896e-05	    4.44863e-05
    1.69117e+00	    1.40000e-01	    2.17741e-05	    2.40704e-05	    6.29228e-05	    6.58451e-05	    6.99685e-05	   -3.68653e-05	   -3.73920e-05	    2.83993e-04	    3.22025e-04	    3.70190e-05	    3.80200e-05	    4.10390e-05
    1.70525e+00	    1.40000e-01	    1.99201e-05	    2.19976e-05	    5.85309e-05	    6.11962e-05	    6.50104e-05	   -3.40717e-05	   -3.45802e-05	    2.61677e-04	    2.96263e-04	    3.41495e-05	    3.50551e-05	    3.78164e-05
    1.71951e+00	    1.40000e-01	    1.82023e-05	    2.00797e-05	    5.43845e-05	    5.68126e-05	    6.03364e-05	   -3.14532e-05	   -3.19427e-05	    2.40839e-04	    2.72254e-04	    3.14662e-05	    3.22844e-05	    3.48069e-05
    1.73394e+00	    1.40000e-01	    1.66127e-05	    1.83069e-05	    5.04744e-05	    5.26834e-05	    5.59348e-05	   -2.90016e-05	   -2.94706e-05	    2.21401e-04	    2.49900e-04	    2.89597e-05	    2.96979e-05	    3.19995e-05
    1.74856e+00	    1.40000e-01	    1.51431e-05	    1.66702e-05	    4.67907e-05	    4.87979e-05	    5.17942e-05	   -2.67090e-05	   -2.71568e-05	    2.03290e-04	    2.29111e-04	    2.66209e-05	    2.72861e-05	    2.93834e-05
    1.76336e+00	    1.40000e-01	    1.37862e-05	    1.51607e-05	    4.33243e-05	    4.51457e-05	    4.79033e-05	   -2.45671e-05	   -2.49935e-05	    1.86432e-04	    2.09797e-04	    2.44410e-05	    2.50397e-05	    2.69484e-05
    1.77835e+00	    1.40000e-01	    1.25347e-05	    1.37703e-05	    4.00658e-05	    4.17166e-05	    4.42511e-05	   -2.25687e-05	   -2.29732e-05	    1.70759e-04	    1.91874e-04	    2.24115e-05	    2.29496e-05	    2.46843e-05
    1.79354e+00	    1.40000e-01	    1.13818e-05	    1.24910e-05	    3.70065e-05	    3.85006e-05	    4.08269e-05	   -2.07064e-05	   -2.10887e-05	    1.56205e-04	    1.75261e-04	    2.05243e-05	    2.10072e-05	    2.25817e-05
    1.80893e+00	    1.40000e-01	    1.03212e-05	    1.13154e-05	    3.41373e-05	    3.54877e-05	    3.76200e-05	   -1.89726e-05	   -1.93332e-05	    1.42706e-04	    1.59880e-04	    1.87715e-05	    1.92043e-05	    2.06313e-05
    1.82452e+00	    1.40000e-01	    9.34649e-06	    1.02365e-05	    3.14498e-05	    3.26687e-05	    3.46204e-05	   -1.73610e-05	   -1.76996e-05	    1.30201e-04	    1.45658e-04	    1.71455e-05	    1.75328e-05	    1.88244e-05
    1.84032e+00	    1.40000e-01	    8.45202e-06	    9.24749e-06	    2.89355e-05	    3.00340e-05	    3.18179e-05	   -1.58645e-05	   -1.61816e-05	    1.18630e-04	    1.32521e-04	    1.56390e-05	    1.59851e-05	    1.71525e-05
    1.85633e+00	    1.40000e-01	    7.63220e-06	    8.34211e-06	    2.65862e-05	    2.75748e-05	    2.92028e-05	   -1.44766e-05	   -1.47730e-05	    1.07937e-04	    1.20403e-04	    1.42450e-05	    1.45539e-05	    1.56073e-05
    1.87255e+00	    1.40000e-01	    6.88183e-06	    7.51439e-06	    2.43938e-05	    2.52822e-05	    2.67658e-05	   -1.31913e-05	   -1.34674e-05	    9.80692e-05	    1.09240e-04	    1.29568e-05	    1.32320e-05	    1.41812e-05
    1.88900e+00	    1.40000e-01	    6.19594e-06	    6.75879e-06	    2.23505e-05	    2.31476e-05	    2.44976e-05	   -1.20026e-05	   -1.22590e-05	    8.89741e-05	    9.89684e-05	    1.17680e-05	    1.20127e-05	    1.28667e-05
    1.90568e+00	    1.40000e-01	    5.56987e-06	    6.06987e-06	    2.04488e-05	    2.11628e-05	    2.23892e-05	   -1.09048e-05	   -1.11422e-05	    8.06029e-05	    8.95307e-05	    1.06723e-05	    1.08897e-05	    1.16568e-05
    1.92258e+00	    1.40000e-01	    4.99927e-06	    5.44270e-06	    1.86812e-05	    1.93198e-05	    2.04322e-05	   -9.89225e-06	   -1.01115e-05	    7.29086e-05	    8.08709e-05	    9.66388e-06	    9.85662e-06	    1.05446e-05
    1.93973e+00	    1.40000e-01	    4.47996e-06	    4.87256e-06	    1.70405e-05	    1.76108e-05	    1.86181e-05	   -8.95967e-06	   -9.16173e-06	    6.58465e-05	    7.29363e-05	    8.73714e-06	    8.90776e-06	    9.52372e-06
    1.95712e+00	    1.40000e-01	    4.00800e-06	    4.35495e-06	    1.55199e-05	    1.60283e-05	    1.69390e-05	   -8.10204e-06	   -8.28775e-06	    5.93739e-05	    6.56762e-05	    7.88671e-06	    8.03746e-06	    8.58805e-06
    1.97475e+00	    1.40000e-01	    3.57975e-06	    3.88588e-06	    1.41126e-05	    1.45649e-05	    1.53869e-05	   -7.31455e-06	   -7.48485e-06	    5.34506e-05	    5.90432e-05	    7.10745e-06	    7.24042e-06	    7.73174e-06
    1.99264e+00	    1.40000e-01	    3.19178e-06	    3.46137e-06	    1.28120e-05	    1.32139e-05	    1.39544e-05	   -6.59256e-06	   -6.74851e-06	    4.80382e-05	    5.29924e-05	    6.39449e-06	    6.51157e-06	    6.94921e-06
    2.01079e+00	    1.40000e-01	    2.84086e-06	    3.07792e-06	    1.16120e-05	    1.19684e-05	    1.26343e-05	   -5.93173e-06	   -6.07405e-06	    4.31004e-05	    4.74811e-05	    5.74325e-06	    5.84613e-06	    6.23531e-06
    2.02921e+00	    1.40000e-01	    2.52401e-06	    2.73198e-06	    1.05065e-05	    1.08219e-05	    1.14198e-05	   -5.32779e-06	   -5.45725e-06	    3.86027e-05	    4.24695e-05	    5.14932e-06	    5.23955e-06	    5.58495e-06
    2.04790e+00	    1.40000e-01	    2.23835e-06	    2.42053e-06	    9.48969e-06	    9.76838e-06	    1.03040e-05	   -4.77675e-06	   -4.89420e-06	    3.45127e-05	    3.79192e-05	    4.60856e-06	    4.68752e-06	    4.99348e-06
    2.06687e+00	    1.40000e-01	    1.98127e-06	    2.14050e-06	    8.55599e-06	    8.80174e-06	    9.28079e-06	   -4.27500e-06	   -4.38122e-06	    3.07995e-05	    3.37950e-05	    4.11702e-06	    4.18601e-06	    4.45648e-06
    2.08612e+00	    1.40000e-01	    1.75036e-06	    1.88924e-06	    7.70008e-06	    7.91634e-06	    8.34393e-06	   -3.81846e-06	   -3.91457e-06	    2.74343e-05	    3.00630e-05	    3.67100e-06	    3.73115e-06	    3.96980e-06
