#      Name	     Mass	    Gamma	 Spin	Isospin	   I3	Nq	Ns	Naq	Nas	Nc	Nac	       MC	   Nyield	MassLower
# Dc1865zer	 1.864600	0.00000e+00	  0.0	  0.5	  0.5	0	0	1	0	1	0	      421	3.22736e-07	   1.8646
# 1:pbar [GeV]	2:m [GeV]	3:feq 1	4:feq 2	5:fshear 1	6:fshear 2	7:fshear 3	8:fbulk 1	9:fbulk 2	10:ftemperature 1	11:ftemperature 2	12:fvelocity 1	13:fvelocity 2	14:fvelocity 3 	15:fdiff 1	16:fdiff 2	17:fdiff3
    5.49979e-01	    1.86460e+00	    9.16774e-06	    9.74554e-06	    3.03000e-06	    3.99849e-06	    3.24417e-06	    1.57303e-05	    1.71525e-05	    1.27377e-04	    1.36474e-04	    5.27033e-06	    6.22615e-06	    5.62161e-06	    5.27032e-06	    6.22614e-06	    5.62160e-06
    5.53861e-01	    1.86460e+00	    9.16454e-06	    9.74157e-06	    3.07185e-06	    4.03957e-06	    3.28875e-06	    1.56943e-05	    1.71128e-05	    1.27396e-04	    1.36485e-04	    5.30567e-06	    6.25406e-06	    5.65895e-06	    5.30566e-06	    6.25405e-06	    5.65894e-06
    5.57756e-01	    1.86460e+00	    9.16044e-06	    9.73663e-06	    3.11381e-06	    4.08067e-06	    3.33345e-06	    1.56565e-05	    1.70711e-05	    1.27404e-04	    1.36483e-04	    5.34059e-06	    6.28153e-06	    5.69582e-06	    5.34058e-06	    6.28152e-06	    5.69581e-06
    5.61663e-01	    1.86460e+00	    9.15544e-06	    9.73074e-06	    3.15587e-06	    4.12176e-06	    3.37824e-06	    1.56170e-05	    1.70275e-05	    1.27400e-04	    1.36468e-04	    5.37506e-06	    6.30854e-06	    5.73222e-06	    5.37505e-06	    6.30853e-06	    5.73221e-06
    5.65583e-01	    1.86460e+00	    9.14954e-06	    9.72388e-06	    3.19802e-06	    4.16284e-06	    3.42312e-06	    1.55756e-05	    1.69819e-05	    1.27383e-04	    1.36440e-04	    5.40909e-06	    6.33510e-06	    5.76813e-06	    5.40908e-06	    6.33509e-06	    5.76813e-06
    5.69517e-01	    1.86460e+00	    9.14273e-06	    9.71605e-06	    3.24025e-06	    4.20391e-06	    3.46808e-06	    1.55324e-05	    1.69344e-05	    1.27355e-04	    1.36400e-04	    5.44265e-06	    6.36118e-06	    5.80355e-06	    5.44265e-06	    6.36117e-06	    5.80354e-06
    5.73464e-01	    1.86460e+00	    9.13503e-06	    9.70727e-06	    3.28256e-06	    4.24495e-06	    3.51311e-06	    1.54875e-05	    1.68850e-05	    1.27315e-04	    1.36346e-04	    5.47575e-06	    6.38678e-06	    5.83846e-06	    5.47574e-06	    6.38677e-06	    5.83845e-06
    5.77425e-01	    1.86460e+00	    9.12641e-06	    9.69752e-06	    3.32492e-06	    4.28595e-06	    3.55819e-06	    1.54408e-05	    1.68336e-05	    1.27262e-04	    1.36280e-04	    5.50837e-06	    6.41189e-06	    5.87284e-06	    5.50836e-06	    6.41188e-06	    5.87283e-06
    5.81399e-01	    1.86460e+00	    9.11690e-06	    9.68681e-06	    3.36734e-06	    4.32691e-06	    3.60332e-06	    1.53924e-05	    1.67803e-05	    1.27198e-04	    1.36200e-04	    5.54049e-06	    6.43650e-06	    5.90670e-06	    5.54049e-06	    6.43649e-06	    5.90669e-06
    5.85387e-01	    1.86460e+00	    9.10649e-06	    9.67513e-06	    3.40979e-06	    4.36781e-06	    3.64848e-06	    1.53422e-05	    1.67252e-05	    1.27121e-04	    1.36108e-04	    5.57212e-06	    6.46060e-06	    5.94001e-06	    5.57211e-06	    6.46059e-06	    5.94001e-06
    5.89389e-01	    1.86460e+00	    9.09517e-06	    9.66250e-06	    3.45228e-06	    4.40864e-06	    3.69367e-06	    1.52902e-05	    1.66681e-05	    1.27033e-04	    1.36002e-04	    5.60324e-06	    6.48417e-06	    5.97278e-06	    5.60323e-06	    6.48417e-06	    5.97277e-06
    5.93405e-01	    1.86460e+00	    9.08295e-06	    9.64890e-06	    3.49479e-06	    4.44939e-06	    3.73888e-06	    1.52366e-05	    1.66091e-05	    1.26932e-04	    1.35883e-04	    5.63383e-06	    6.50722e-06	    6.00498e-06	    5.63382e-06	    6.50722e-06	    6.00497e-06
    5.97435e-01	    1.86460e+00	    9.06982e-06	    9.63434e-06	    3.53730e-06	    4.49006e-06	    3.78408e-06	    1.51812e-05	    1.65483e-05	    1.26819e-04	    1.35752e-04	    5.66389e-06	    6.52974e-06	    6.03660e-06	    5.66388e-06	    6.52973e-06	    6.03659e-06
    6.01479e-01	    1.86460e+00	    9.05580e-06	    9.61882e-06	    3.57982e-06	    4.53062e-06	    3.82927e-06	    1.51241e-05	    1.64856e-05	    1.26694e-04	    1.35607e-04	    5.69342e-06	    6.55170e-06	    6.06764e-06	    5.69341e-06	    6.55169e-06	    6.06764e-06
    6.05538e-01	    1.86460e+00	    9.04088e-06	    9.60234e-06	    3.62232e-06	    4.57108e-06	    3.87444e-06	    1.50653e-05	    1.64211e-05	    1.26557e-04	    1.35449e-04	    5.72239e-06	    6.57310e-06	    6.09809e-06	    5.72238e-06	    6.57309e-06	    6.09808e-06
    6.09612e-01	    1.86460e+00	    9.02506e-06	    9.58491e-06	    3.66480e-06	    4.61142e-06	    3.91957e-06	    1.50048e-05	    1.63547e-05	    1.26408e-04	    1.35279e-04	    5.75080e-06	    6.59394e-06	    6.12793e-06	    5.75079e-06	    6.59393e-06	    6.12792e-06
    6.13700e-01	    1.86460e+00	    9.00834e-06	    9.56651e-06	    3.70724e-06	    4.65162e-06	    3.96466e-06	    1.49426e-05	    1.62865e-05	    1.26246e-04	    1.35095e-04	    5.77863e-06	    6.61420e-06	    6.15715e-06	    5.77862e-06	    6.61419e-06	    6.15714e-06
    6.17804e-01	    1.86460e+00	    8.99072e-06	    9.54717e-06	    3.74964e-06	    4.69168e-06	    4.00969e-06	    1.48788e-05	    1.62164e-05	    1.26073e-04	    1.34898e-04	    5.80589e-06	    6.63388e-06	    6.18575e-06	    5.80588e-06	    6.63387e-06	    6.18574e-06
    6.21922e-01	    1.86460e+00	    8.97221e-06	    9.52687e-06	    3.79198e-06	    4.73159e-06	    4.05464e-06	    1.48133e-05	    1.61446e-05	    1.25887e-04	    1.34688e-04	    5.83255e-06	    6.65296e-06	    6.21371e-06	    5.83255e-06	    6.65295e-06	    6.21370e-06
    6.26056e-01	    1.86460e+00	    8.95280e-06	    9.50561e-06	    3.83424e-06	    4.77133e-06	    4.09952e-06	    1.47462e-05	    1.60710e-05	    1.25689e-04	    1.34465e-04	    5.85862e-06	    6.67143e-06	    6.24102e-06	    5.85861e-06	    6.67142e-06	    6.24101e-06
    6.30205e-01	    1.86460e+00	    8.93250e-06	    9.48341e-06	    3.87643e-06	    4.81089e-06	    4.14429e-06	    1.46774e-05	    1.59956e-05	    1.25480e-04	    1.34229e-04	    5.88407e-06	    6.68929e-06	    6.26767e-06	    5.88406e-06	    6.68929e-06	    6.26766e-06
    6.34370e-01	    1.86460e+00	    8.91132e-06	    9.46027e-06	    3.91852e-06	    4.85027e-06	    4.18895e-06	    1.46071e-05	    1.59185e-05	    1.25258e-04	    1.33980e-04	    5.90890e-06	    6.70653e-06	    6.29365e-06	    5.90889e-06	    6.70653e-06	    6.29364e-06
    6.38551e-01	    1.86460e+00	    8.88924e-06	    9.43617e-06	    3.96050e-06	    4.88944e-06	    4.23349e-06	    1.45351e-05	    1.58396e-05	    1.25023e-04	    1.33718e-04	    5.93310e-06	    6.72314e-06	    6.31895e-06	    5.93309e-06	    6.72313e-06	    6.31894e-06
    6.42747e-01	    1.86460e+00	    8.86628e-06	    9.41114e-06	    4.00237e-06	    4.92839e-06	    4.27789e-06	    1.44615e-05	    1.57590e-05	    1.24777e-04	    1.33443e-04	    5.95666e-06	    6.73911e-06	    6.34356e-06	    5.95665e-06	    6.73910e-06	    6.34355e-06
    6.46960e-01	    1.86460e+00	    8.84244e-06	    9.38517e-06	    4.04410e-06	    4.96712e-06	    4.32214e-06	    1.43864e-05	    1.56767e-05	    1.24519e-04	    1.33155e-04	    5.97957e-06	    6.75443e-06	    6.36747e-06	    5.97956e-06	    6.75442e-06	    6.36747e-06
    6.51188e-01	    1.86460e+00	    8.81772e-06	    9.35826e-06	    4.08569e-06	    5.00562e-06	    4.36622e-06	    1.43097e-05	    1.55927e-05	    1.24249e-04	    1.32855e-04	    6.00182e-06	    6.76908e-06	    6.39068e-06	    6.00181e-06	    6.76908e-06	    6.39067e-06
    6.55434e-01	    1.86460e+00	    8.79212e-06	    9.33042e-06	    4.12711e-06	    5.04386e-06	    4.41012e-06	    1.42315e-05	    1.55070e-05	    1.23966e-04	    1.32541e-04	    6.02340e-06	    6.78308e-06	    6.41316e-06	    6.02339e-06	    6.78307e-06	    6.41315e-06
    6.59695e-01	    1.86460e+00	    8.76564e-06	    9.30165e-06	    4.16837e-06	    5.08183e-06	    4.45383e-06	    1.41517e-05	    1.54197e-05	    1.23672e-04	    1.32214e-04	    6.04430e-06	    6.79639e-06	    6.43491e-06	    6.04429e-06	    6.79638e-06	    6.43490e-06
    6.63974e-01	    1.86460e+00	    8.73829e-06	    9.27195e-06	    4.20944e-06	    5.11953e-06	    4.49734e-06	    1.40704e-05	    1.53307e-05	    1.23365e-04	    1.31875e-04	    6.06452e-06	    6.80902e-06	    6.45593e-06	    6.06451e-06	    6.80901e-06	    6.45592e-06
    6.68269e-01	    1.86460e+00	    8.71008e-06	    9.24134e-06	    4.25032e-06	    5.15694e-06	    4.54061e-06	    1.39876e-05	    1.52401e-05	    1.23047e-04	    1.31522e-04	    6.08403e-06	    6.82096e-06	    6.47619e-06	    6.08403e-06	    6.82095e-06	    6.47618e-06
    6.72582e-01	    1.86460e+00	    8.68100e-06	    9.20980e-06	    4.29098e-06	    5.19405e-06	    4.58366e-06	    1.39034e-05	    1.51479e-05	    1.22716e-04	    1.31157e-04	    6.10285e-06	    6.83220e-06	    6.49569e-06	    6.10284e-06	    6.83219e-06	    6.49569e-06
    6.76912e-01	    1.86460e+00	    8.65106e-06	    9.17735e-06	    4.33141e-06	    5.23084e-06	    4.62645e-06	    1.38177e-05	    1.50541e-05	    1.22374e-04	    1.30779e-04	    6.12094e-06	    6.84272e-06	    6.51443e-06	    6.12093e-06	    6.84272e-06	    6.51442e-06
    6.81259e-01	    1.86460e+00	    8.62026e-06	    9.14399e-06	    4.37161e-06	    5.26730e-06	    4.66897e-06	    1.37305e-05	    1.49587e-05	    1.22020e-04	    1.30388e-04	    6.13831e-06	    6.85253e-06	    6.53239e-06	    6.13831e-06	    6.85252e-06	    6.53238e-06
    6.85624e-01	    1.86460e+00	    8.58861e-06	    9.10972e-06	    4.41155e-06	    5.30342e-06	    4.71122e-06	    1.36420e-05	    1.48618e-05	    1.21654e-04	    1.29985e-04	    6.15495e-06	    6.86162e-06	    6.54956e-06	    6.15494e-06	    6.86161e-06	    6.54955e-06
    6.90007e-01	    1.86460e+00	    8.55612e-06	    9.07456e-06	    4.45123e-06	    5.33918e-06	    4.75316e-06	    1.35520e-05	    1.47634e-05	    1.21276e-04	    1.29569e-04	    6.17085e-06	    6.86997e-06	    6.56594e-06	    6.17084e-06	    6.86996e-06	    6.56593e-06
    6.94408e-01	    1.86460e+00	    8.52277e-06	    9.03850e-06	    4.49062e-06	    5.37457e-06	    4.79480e-06	    1.34606e-05	    1.46635e-05	    1.20886e-04	    1.29140e-04	    6.18600e-06	    6.87757e-06	    6.58151e-06	    6.18599e-06	    6.87757e-06	    6.58150e-06
    6.98827e-01	    1.86460e+00	    8.48859e-06	    9.00155e-06	    4.52971e-06	    5.40958e-06	    4.83610e-06	    1.33679e-05	    1.45621e-05	    1.20484e-04	    1.28699e-04	    6.20039e-06	    6.88443e-06	    6.59627e-06	    6.20038e-06	    6.88442e-06	    6.59626e-06
    7.03265e-01	    1.86460e+00	    8.45357e-06	    8.96371e-06	    4.56850e-06	    5.44419e-06	    4.87707e-06	    1.32738e-05	    1.44592e-05	    1.20071e-04	    1.28245e-04	    6.21401e-06	    6.89053e-06	    6.61020e-06	    6.21400e-06	    6.89052e-06	    6.61019e-06
    7.07721e-01	    1.86460e+00	    8.41773e-06	    8.92500e-06	    4.60696e-06	    5.47838e-06	    4.91767e-06	    1.31784e-05	    1.43549e-05	    1.19646e-04	    1.27779e-04	    6.22686e-06	    6.89587e-06	    6.62331e-06	    6.22685e-06	    6.89586e-06	    6.62330e-06
    7.12196e-01	    1.86460e+00	    8.38106e-06	    8.88541e-06	    4.64507e-06	    5.51215e-06	    4.95790e-06	    1.30818e-05	    1.42492e-05	    1.19210e-04	    1.27300e-04	    6.23892e-06	    6.90043e-06	    6.63557e-06	    6.23891e-06	    6.90043e-06	    6.63556e-06
    7.16690e-01	    1.86460e+00	    8.34357e-06	    8.84496e-06	    4.68283e-06	    5.54548e-06	    4.99774e-06	    1.29838e-05	    1.41421e-05	    1.18761e-04	    1.26809e-04	    6.25019e-06	    6.90422e-06	    6.64698e-06	    6.25018e-06	    6.90421e-06	    6.64698e-06
    7.21203e-01	    1.86460e+00	    8.30526e-06	    8.80364e-06	    4.72023e-06	    5.57836e-06	    5.03717e-06	    1.28845e-05	    1.40336e-05	    1.18302e-04	    1.26305e-04	    6.26067e-06	    6.90722e-06	    6.65754e-06	    6.26066e-06	    6.90721e-06	    6.65754e-06
    7.25736e-01	    1.86460e+00	    8.26615e-06	    8.76147e-06	    4.75723e-06	    5.61077e-06	    5.07618e-06	    1.27841e-05	    1.39238e-05	    1.17831e-04	    1.25790e-04	    6.27033e-06	    6.90943e-06	    6.66724e-06	    6.27032e-06	    6.90942e-06	    6.66723e-06
    7.30288e-01	    1.86460e+00	    8.22624e-06	    8.71845e-06	    4.79383e-06	    5.64269e-06	    5.11475e-06	    1.26824e-05	    1.38127e-05	    1.17348e-04	    1.25262e-04	    6.27919e-06	    6.91084e-06	    6.67607e-06	    6.27918e-06	    6.91083e-06	    6.67606e-06
    7.34860e-01	    1.86460e+00	    8.18553e-06	    8.67459e-06	    4.83002e-06	    5.67412e-06	    5.15287e-06	    1.25795e-05	    1.37003e-05	    1.16854e-04	    1.24722e-04	    6.28722e-06	    6.91144e-06	    6.68401e-06	    6.28721e-06	    6.91143e-06	    6.68400e-06
    7.39452e-01	    1.86460e+00	    8.14404e-06	    8.62990e-06	    4.86578e-06	    5.70503e-06	    5.19051e-06	    1.24755e-05	    1.35866e-05	    1.16349e-04	    1.24170e-04	    6.29442e-06	    6.91123e-06	    6.69107e-06	    6.29441e-06	    6.91122e-06	    6.69106e-06
    7.44065e-01	    1.86460e+00	    8.10176e-06	    8.58437e-06	    4.90109e-06	    5.73542e-06	    5.22766e-06	    1.23703e-05	    1.34717e-05	    1.15833e-04	    1.23607e-04	    6.30079e-06	    6.91020e-06	    6.69723e-06	    6.30078e-06	    6.91019e-06	    6.69723e-06
    7.48698e-01	    1.86460e+00	    8.05871e-06	    8.53803e-06	    4.93593e-06	    5.76526e-06	    5.26431e-06	    1.22640e-05	    1.33556e-05	    1.15306e-04	    1.23031e-04	    6.30631e-06	    6.90834e-06	    6.70250e-06	    6.30631e-06	    6.90834e-06	    6.70249e-06
    7.53351e-01	    1.86460e+00	    8.01489e-06	    8.49088e-06	    4.97030e-06	    5.79455e-06	    5.30044e-06	    1.21566e-05	    1.32383e-05	    1.14767e-04	    1.22443e-04	    6.31099e-06	    6.90566e-06	    6.70685e-06	    6.31099e-06	    6.90565e-06	    6.70685e-06
    7.58025e-01	    1.86460e+00	    7.97030e-06	    8.44293e-06	    5.00417e-06	    5.82327e-06	    5.33603e-06	    1.20481e-05	    1.31199e-05	    1.14217e-04	    1.21844e-04	    6.31481e-06	    6.90214e-06	    6.71030e-06	    6.31481e-06	    6.90213e-06	    6.71029e-06
    7.62721e-01	    1.86460e+00	    7.92497e-06	    8.39418e-06	    5.03753e-06	    5.85140e-06	    5.37107e-06	    1.19386e-05	    1.30003e-05	    1.13657e-04	    1.21233e-04	    6.31777e-06	    6.89778e-06	    6.71282e-06	    6.31777e-06	    6.89777e-06	    6.71281e-06
    7.67438e-01	    1.86460e+00	    7.87889e-06	    8.34464e-06	    5.07037e-06	    5.87893e-06	    5.40553e-06	    1.18281e-05	    1.28796e-05	    1.13086e-04	    1.20611e-04	    6.31987e-06	    6.89257e-06	    6.71441e-06	    6.31986e-06	    6.89256e-06	    6.71440e-06
    7.72176e-01	    1.86460e+00	    7.83207e-06	    8.29433e-06	    5.10267e-06	    5.90585e-06	    5.43941e-06	    1.17166e-05	    1.27579e-05	    1.12504e-04	    1.19977e-04	    6.32109e-06	    6.88651e-06	    6.71507e-06	    6.32108e-06	    6.88650e-06	    6.71507e-06
    7.76937e-01	    1.86460e+00	    7.78453e-06	    8.24325e-06	    5.13440e-06	    5.93214e-06	    5.47268e-06	    1.16041e-05	    1.26351e-05	    1.11911e-04	    1.19332e-04	    6.32143e-06	    6.87959e-06	    6.71480e-06	    6.32142e-06	    6.87958e-06	    6.71479e-06
    7.81719e-01	    1.86460e+00	    7.73626e-06	    8.19140e-06	    5.16557e-06	    5.95778e-06	    5.50532e-06	    1.14907e-05	    1.25114e-05	    1.11308e-04	    1.18676e-04	    6.32089e-06	    6.87181e-06	    6.71358e-06	    6.32088e-06	    6.87181e-06	    6.71357e-06
    7.86524e-01	    1.86460e+00	    7.68728e-06	    8.13881e-06	    5.19614e-06	    5.98276e-06	    5.53733e-06	    1.13764e-05	    1.23866e-05	    1.10694e-04	    1.18008e-04	    6.31946e-06	    6.86317e-06	    6.71141e-06	    6.31945e-06	    6.86316e-06	    6.71140e-06
    7.91351e-01	    1.86460e+00	    7.63760e-06	    8.08548e-06	    5.22611e-06	    6.00706e-06	    5.56868e-06	    1.12612e-05	    1.22609e-05	    1.10069e-04	    1.17330e-04	    6.31713e-06	    6.85365e-06	    6.70828e-06	    6.31712e-06	    6.85365e-06	    6.70828e-06
    7.96201e-01	    1.86460e+00	    7.58722e-06	    8.03141e-06	    5.25546e-06	    6.03068e-06	    5.59936e-06	    1.11451e-05	    1.21343e-05	    1.09435e-04	    1.16640e-04	    6.31390e-06	    6.84327e-06	    6.70420e-06	    6.31390e-06	    6.84326e-06	    6.70420e-06
    8.01074e-01	    1.86460e+00	    7.53616e-06	    7.97663e-06	    5.28417e-06	    6.05359e-06	    5.62935e-06	    1.10282e-05	    1.20068e-05	    1.08790e-04	    1.15940e-04	    6.30978e-06	    6.83200e-06	    6.69916e-06	    6.30977e-06	    6.83200e-06	    6.69915e-06
    8.05970e-01	    1.86460e+00	    7.48442e-06	    7.92113e-06	    5.31223e-06	    6.07578e-06	    5.65863e-06	    1.09106e-05	    1.18784e-05	    1.08135e-04	    1.15229e-04	    6.30474e-06	    6.81986e-06	    6.69314e-06	    6.30474e-06	    6.81985e-06	    6.69314e-06
    8.10890e-01	    1.86460e+00	    7.43202e-06	    7.86494e-06	    5.33962e-06	    6.09724e-06	    5.68719e-06	    1.07922e-05	    1.17492e-05	    1.07471e-04	    1.14508e-04	    6.29879e-06	    6.80683e-06	    6.68616e-06	    6.29879e-06	    6.80682e-06	    6.68615e-06
    8.15834e-01	    1.86460e+00	    7.37896e-06	    7.80805e-06	    5.36632e-06	    6.11795e-06	    5.71501e-06	    1.06730e-05	    1.16193e-05	    1.06796e-04	    1.13776e-04	    6.29193e-06	    6.79292e-06	    6.67820e-06	    6.29193e-06	    6.79291e-06	    6.67820e-06
    8.20801e-01	    1.86460e+00	    7.32525e-06	    7.75049e-06	    5.39232e-06	    6.13789e-06	    5.74207e-06	    1.05532e-05	    1.14886e-05	    1.06112e-04	    1.13034e-04	    6.28415e-06	    6.77811e-06	    6.66927e-06	    6.28415e-06	    6.77811e-06	    6.66926e-06
    8.25793e-01	    1.86460e+00	    7.27091e-06	    7.69226e-06	    5.41760e-06	    6.15706e-06	    5.76835e-06	    1.04326e-05	    1.13571e-05	    1.05418e-04	    1.12281e-04	    6.27545e-06	    6.76242e-06	    6.65935e-06	    6.27545e-06	    6.76241e-06	    6.65934e-06
    8.30810e-01	    1.86460e+00	    7.21595e-06	    7.63338e-06	    5.44215e-06	    6.17544e-06	    5.79385e-06	    1.03115e-05	    1.12250e-05	    1.04714e-04	    1.11518e-04	    6.26583e-06	    6.74583e-06	    6.64845e-06	    6.26582e-06	    6.74582e-06	    6.64844e-06
    8.35852e-01	    1.86460e+00	    7.16037e-06	    7.57385e-06	    5.46596e-06	    6.19301e-06	    5.81853e-06	    1.01897e-05	    1.10923e-05	    1.04001e-04	    1.10746e-04	    6.25527e-06	    6.72834e-06	    6.63656e-06	    6.25527e-06	    6.72834e-06	    6.63655e-06
    8.40918e-01	    1.86460e+00	    7.10419e-06	    7.51369e-06	    5.48900e-06	    6.20975e-06	    5.84240e-06	    1.00674e-05	    1.09589e-05	    1.03279e-04	    1.09964e-04	    6.24379e-06	    6.70996e-06	    6.62368e-06	    6.24379e-06	    6.70995e-06	    6.62368e-06
    8.46010e-01	    1.86460e+00	    7.04742e-06	    7.45292e-06	    5.51126e-06	    6.22567e-06	    5.86542e-06	    9.94446e-06	    1.08249e-05	    1.02547e-04	    1.09172e-04	    6.23138e-06	    6.69068e-06	    6.60982e-06	    6.23137e-06	    6.69067e-06	    6.60981e-06
    8.51128e-01	    1.86460e+00	    6.99007e-06	    7.39153e-06	    5.53272e-06	    6.24073e-06	    5.88759e-06	    9.82106e-06	    1.06904e-05	    1.01807e-04	    1.08370e-04	    6.21803e-06	    6.67050e-06	    6.59496e-06	    6.21803e-06	    6.67049e-06	    6.59495e-06
    8.56272e-01	    1.86460e+00	    6.93215e-06	    7.32956e-06	    5.55337e-06	    6.25493e-06	    5.90888e-06	    9.69718e-06	    1.05554e-05	    1.01057e-04	    1.07560e-04	    6.20375e-06	    6.64942e-06	    6.57911e-06	    6.20375e-06	    6.64942e-06	    6.57910e-06
    8.61442e-01	    1.86460e+00	    6.87367e-06	    7.26700e-06	    5.57320e-06	    6.26825e-06	    5.92929e-06	    9.57285e-06	    1.04199e-05	    1.00299e-04	    1.06740e-04	    6.18854e-06	    6.62744e-06	    6.56226e-06	    6.18853e-06	    6.62744e-06	    6.56226e-06
    8.66638e-01	    1.86460e+00	    6.81465e-06	    7.20387e-06	    5.59218e-06	    6.28068e-06	    5.94879e-06	    9.44811e-06	    1.02840e-05	    9.95328e-05	    1.05911e-04	    6.17239e-06	    6.60457e-06	    6.54443e-06	    6.17238e-06	    6.60456e-06	    6.54442e-06
    8.71862e-01	    1.86460e+00	    6.75510e-06	    7.14019e-06	    5.61031e-06	    6.29220e-06	    5.96737e-06	    9.32298e-06	    1.01476e-05	    9.87577e-05	    1.05073e-04	    6.15530e-06	    6.58079e-06	    6.52560e-06	    6.15530e-06	    6.58078e-06	    6.52559e-06
    8.77112e-01	    1.86460e+00	    6.69503e-06	    7.07597e-06	    5.62757e-06	    6.30281e-06	    5.98501e-06	    9.19752e-06	    1.00109e-05	    9.79743e-05	    1.04226e-04	    6.13728e-06	    6.55611e-06	    6.50577e-06	    6.13728e-06	    6.55611e-06	    6.50577e-06
    8.82390e-01	    1.86460e+00	    6.63445e-06	    7.01122e-06	    5.64395e-06	    6.31249e-06	    6.00170e-06	    9.07174e-06	    9.87392e-06	    9.71827e-05	    1.03371e-04	    6.11832e-06	    6.53054e-06	    6.48495e-06	    6.11832e-06	    6.53053e-06	    6.48495e-06
    8.87696e-01	    1.86460e+00	    6.57338e-06	    6.94596e-06	    5.65942e-06	    6.32122e-06	    6.01743e-06	    8.94568e-06	    9.73660e-06	    9.63831e-05	    1.02507e-04	    6.09843e-06	    6.50407e-06	    6.46314e-06	    6.09842e-06	    6.50406e-06	    6.46314e-06
    8.93030e-01	    1.86460e+00	    6.51184e-06	    6.88020e-06	    5.67398e-06	    6.32900e-06	    6.03217e-06	    8.81938e-06	    9.59904e-06	    9.55757e-05	    1.01636e-04	    6.07760e-06	    6.47670e-06	    6.44034e-06	    6.07760e-06	    6.47670e-06	    6.44034e-06
    8.98393e-01	    1.86460e+00	    6.44982e-06	    6.81395e-06	    5.68760e-06	    6.33580e-06	    6.04592e-06	    8.69288e-06	    9.46126e-06	    9.47606e-05	    1.00756e-04	    6.05584e-06	    6.44845e-06	    6.41655e-06	    6.05584e-06	    6.44844e-06	    6.41655e-06
    9.03784e-01	    1.86460e+00	    6.38736e-06	    6.74724e-06	    5.70029e-06	    6.34163e-06	    6.05866e-06	    8.56620e-06	    9.32330e-06	    9.39380e-05	    9.98683e-05	    6.03315e-06	    6.41930e-06	    6.39178e-06	    6.03315e-06	    6.41929e-06	    6.39178e-06
    9.09204e-01	    1.86460e+00	    6.32445e-06	    6.68007e-06	    5.71202e-06	    6.34646e-06	    6.07037e-06	    8.43938e-06	    9.18520e-06	    9.31081e-05	    9.89729e-05	    6.00953e-06	    6.38927e-06	    6.36602e-06	    6.00953e-06	    6.38926e-06	    6.36602e-06
    9.14654e-01	    1.86460e+00	    6.26112e-06	    6.61247e-06	    5.72278e-06	    6.35028e-06	    6.08104e-06	    8.31245e-06	    9.04701e-06	    9.22709e-05	    9.80701e-05	    5.98498e-06	    6.35835e-06	    6.33928e-06	    5.98498e-06	    6.35834e-06	    6.33928e-06
    9.20133e-01	    1.86460e+00	    6.19738e-06	    6.54444e-06	    5.73256e-06	    6.35309e-06	    6.09066e-06	    8.18546e-06	    8.90875e-06	    9.14268e-05	    9.71600e-05	    5.95951e-06	    6.32655e-06	    6.31157e-06	    5.95951e-06	    6.32655e-06	    6.31156e-06
    9.25642e-01	    1.86460e+00	    6.13324e-06	    6.47600e-06	    5.74134e-06	    6.35486e-06	    6.09922e-06	    8.05844e-06	    8.77047e-06	    9.05759e-05	    9.62428e-05	    5.93312e-06	    6.29387e-06	    6.28288e-06	    5.93312e-06	    6.29387e-06	    6.28287e-06
    9.31182e-01	    1.86460e+00	    6.06873e-06	    6.40717e-06	    5.74911e-06	    6.35560e-06	    6.10669e-06	    7.93142e-06	    8.63220e-06	    8.97183e-05	    9.53187e-05	    5.90582e-06	    6.26033e-06	    6.25322e-06	    5.90581e-06	    6.26032e-06	    6.25321e-06
    9.36753e-01	    1.86460e+00	    6.00385e-06	    6.33796e-06	    5.75586e-06	    6.35529e-06	    6.11307e-06	    7.80444e-06	    8.49399e-06	    8.88542e-05	    9.43879e-05	    5.87760e-06	    6.22591e-06	    6.22259e-06	    5.87759e-06	    6.22591e-06	    6.22259e-06
    9.42355e-01	    1.86460e+00	    5.93861e-06	    6.26839e-06	    5.76157e-06	    6.35392e-06	    6.11835e-06	    7.67754e-06	    8.35587e-06	    8.79839e-05	    9.34506e-05	    5.84847e-06	    6.19064e-06	    6.19101e-06	    5.84847e-06	    6.19063e-06	    6.19101e-06
    9.47988e-01	    1.86460e+00	    5.87304e-06	    6.19848e-06	    5.76625e-06	    6.35147e-06	    6.12251e-06	    7.55074e-06	    8.21788e-06	    8.71075e-05	    9.25070e-05	    5.81844e-06	    6.15450e-06	    6.15847e-06	    5.81844e-06	    6.15450e-06	    6.15847e-06
    9.53653e-01	    1.86460e+00	    5.80715e-06	    6.12824e-06	    5.76986e-06	    6.34795e-06	    6.12554e-06	    7.42409e-06	    8.08007e-06	    8.62251e-05	    9.15573e-05	    5.78751e-06	    6.11752e-06	    6.12499e-06	    5.78751e-06	    6.11752e-06	    6.12499e-06
    9.59350e-01	    1.86460e+00	    5.74096e-06	    6.05770e-06	    5.77241e-06	    6.34333e-06	    6.12743e-06	    7.29763e-06	    7.94246e-06	    8.53371e-05	    9.06017e-05	    5.75569e-06	    6.07969e-06	    6.09056e-06	    5.75569e-06	    6.07969e-06	    6.09056e-06
