#      Name	     Mass	    Gamma	 Spin	Isospin	   I3	Nq	Ns	Naq	Nas	Nc	Nac	       MC	   Nyield	MassLower
# Dc1865zer	 1.864600	0.00000e+00	  0.0	  0.5	  0.5	0	0	1	0	1	0	      421	3.22736e-07	   1.8646
# 1:pbar [GeV]	2:m [GeV]	3:feq 1	4:feq 2	5:fshear 1	6:fshear 2	7:fshear 3	8:fbulk 1	9:fbulk 2	10:ftemperature 1	11:ftemperature 2	12:fvelocity 1	13:fvelocity 2	14:fvelocity 3 	15:fdiff 1	16:fdiff 2	17:fdiff3
    2.42624e-01	    1.86460e+00	    6.19750e-06	    6.61149e-06	    3.98578e-07	    1.07064e-06	    4.28521e-07	    1.18477e-05	    1.29422e-05	    8.36056e-05	    8.99739e-05	    1.57174e-06	    3.07328e-06	    1.68292e-06	    1.57173e-06	    3.07327e-06	    1.68291e-06
    2.45777e-01	    1.86460e+00	    6.26084e-06	    6.67890e-06	    4.13184e-07	    1.09200e-06	    4.44212e-07	    1.19607e-05	    1.30656e-05	    8.44762e-05	    9.09081e-05	    1.60843e-06	    3.10561e-06	    1.72216e-06	    1.60843e-06	    3.10561e-06	    1.72216e-06
    2.48934e-01	    1.86460e+00	    6.32365e-06	    6.74574e-06	    4.28121e-07	    1.11363e-06	    4.60258e-07	    1.20725e-05	    1.31875e-05	    8.53404e-05	    9.18353e-05	    1.64544e-06	    3.13822e-06	    1.76174e-06	    1.64544e-06	    3.13821e-06	    1.76174e-06
    2.52096e-01	    1.86460e+00	    6.38593e-06	    6.81202e-06	    4.43391e-07	    1.13553e-06	    4.76661e-07	    1.21830e-05	    1.33080e-05	    8.61980e-05	    9.27553e-05	    1.68275e-06	    3.17108e-06	    1.80164e-06	    1.68275e-06	    3.17107e-06	    1.80164e-06
    2.55263e-01	    1.86460e+00	    6.44768e-06	    6.87772e-06	    4.58997e-07	    1.15771e-06	    4.93424e-07	    1.22922e-05	    1.34271e-05	    8.70489e-05	    9.36681e-05	    1.72037e-06	    3.20419e-06	    1.84187e-06	    1.72036e-06	    3.20419e-06	    1.84186e-06
    2.58435e-01	    1.86460e+00	    6.50889e-06	    6.94283e-06	    4.74941e-07	    1.18016e-06	    5.10548e-07	    1.24001e-05	    1.35448e-05	    8.78931e-05	    9.45735e-05	    1.75828e-06	    3.23755e-06	    1.88240e-06	    1.75827e-06	    3.23755e-06	    1.88240e-06
    2.61611e-01	    1.86460e+00	    6.56955e-06	    7.00736e-06	    4.91224e-07	    1.20288e-06	    5.28037e-07	    1.25067e-05	    1.36610e-05	    8.87305e-05	    9.54715e-05	    1.79648e-06	    3.27115e-06	    1.92325e-06	    1.79647e-06	    3.27115e-06	    1.92324e-06
    2.64793e-01	    1.86460e+00	    6.62966e-06	    7.07129e-06	    5.07849e-07	    1.22589e-06	    5.45892e-07	    1.26119e-05	    1.37757e-05	    8.95610e-05	    9.63620e-05	    1.83496e-06	    3.30499e-06	    1.96439e-06	    1.83496e-06	    3.30499e-06	    1.96439e-06
    2.67979e-01	    1.86460e+00	    6.68921e-06	    7.13463e-06	    5.24818e-07	    1.24917e-06	    5.64115e-07	    1.27158e-05	    1.38890e-05	    9.03846e-05	    9.72450e-05	    1.87373e-06	    3.33906e-06	    2.00583e-06	    1.87372e-06	    3.33906e-06	    2.00583e-06
    2.71171e-01	    1.86460e+00	    6.74819e-06	    7.19735e-06	    5.42133e-07	    1.27273e-06	    5.82708e-07	    1.28183e-05	    1.40007e-05	    9.12012e-05	    9.81203e-05	    1.91276e-06	    3.37336e-06	    2.04756e-06	    1.91276e-06	    3.37335e-06	    2.04756e-06
    2.74367e-01	    1.86460e+00	    6.80661e-06	    7.25946e-06	    5.59795e-07	    1.29658e-06	    6.01673e-07	    1.29194e-05	    1.41110e-05	    9.20106e-05	    9.89878e-05	    1.95206e-06	    3.40787e-06	    2.08957e-06	    1.95206e-06	    3.40787e-06	    2.08957e-06
    2.77569e-01	    1.86460e+00	    6.86445e-06	    7.32095e-06	    5.77807e-07	    1.32071e-06	    6.21012e-07	    1.30192e-05	    1.42197e-05	    9.28128e-05	    9.98475e-05	    1.99162e-06	    3.44260e-06	    2.13186e-06	    1.99162e-06	    3.44260e-06	    2.13186e-06
    2.80776e-01	    1.86460e+00	    6.92170e-06	    7.38181e-06	    5.96169e-07	    1.34512e-06	    6.40727e-07	    1.31175e-05	    1.43269e-05	    9.36078e-05	    1.00699e-04	    2.03144e-06	    3.47754e-06	    2.17442e-06	    2.03144e-06	    3.47753e-06	    2.17441e-06
    2.83989e-01	    1.86460e+00	    6.97837e-06	    7.44204e-06	    6.14883e-07	    1.36981e-06	    6.60819e-07	    1.32144e-05	    1.44325e-05	    9.43954e-05	    1.01543e-04	    2.07151e-06	    3.51268e-06	    2.21724e-06	    2.07150e-06	    3.51267e-06	    2.21723e-06
    2.87207e-01	    1.86460e+00	    7.03444e-06	    7.50162e-06	    6.33951e-07	    1.39479e-06	    6.81289e-07	    1.33099e-05	    1.45366e-05	    9.51756e-05	    1.02379e-04	    2.11181e-06	    3.54801e-06	    2.26031e-06	    2.11181e-06	    3.54800e-06	    2.26030e-06
    2.90430e-01	    1.86460e+00	    7.08992e-06	    7.56057e-06	    6.53375e-07	    1.42006e-06	    7.02140e-07	    1.34040e-05	    1.46391e-05	    9.59483e-05	    1.03206e-04	    2.15236e-06	    3.58353e-06	    2.30363e-06	    2.15235e-06	    3.58353e-06	    2.30363e-06
    2.93660e-01	    1.86460e+00	    7.14478e-06	    7.61886e-06	    6.73155e-07	    1.44561e-06	    7.23371e-07	    1.34966e-05	    1.47400e-05	    9.67135e-05	    1.04025e-04	    2.19313e-06	    3.61924e-06	    2.34720e-06	    2.19312e-06	    3.61924e-06	    2.34719e-06
    2.96894e-01	    1.86460e+00	    7.19904e-06	    7.67649e-06	    6.93292e-07	    1.47145e-06	    7.44986e-07	    1.35877e-05	    1.48393e-05	    9.74710e-05	    1.04836e-04	    2.23412e-06	    3.65513e-06	    2.39100e-06	    2.23412e-06	    3.65512e-06	    2.39099e-06
    3.00135e-01	    1.86460e+00	    7.25267e-06	    7.73346e-06	    7.13788e-07	    1.49758e-06	    7.66984e-07	    1.36774e-05	    1.49370e-05	    9.82207e-05	    1.05639e-04	    2.27534e-06	    3.69119e-06	    2.43503e-06	    2.27533e-06	    3.69118e-06	    2.43502e-06
    3.03381e-01	    1.86460e+00	    7.30569e-06	    7.78975e-06	    7.34645e-07	    1.52400e-06	    7.89367e-07	    1.37656e-05	    1.50331e-05	    9.89627e-05	    1.06433e-04	    2.31676e-06	    3.72741e-06	    2.47928e-06	    2.31675e-06	    3.72740e-06	    2.47927e-06
    3.06633e-01	    1.86460e+00	    7.35807e-06	    7.84537e-06	    7.55861e-07	    1.55070e-06	    8.12136e-07	    1.38522e-05	    1.51275e-05	    9.96968e-05	    1.07218e-04	    2.35838e-06	    3.76379e-06	    2.52374e-06	    2.35838e-06	    3.76378e-06	    2.52373e-06
    3.09891e-01	    1.86460e+00	    7.40982e-06	    7.90031e-06	    7.77440e-07	    1.57769e-06	    8.35291e-07	    1.39374e-05	    1.52202e-05	    1.00423e-04	    1.07995e-04	    2.40020e-06	    3.80032e-06	    2.56841e-06	    2.40020e-06	    3.80032e-06	    2.56840e-06
    3.13155e-01	    1.86460e+00	    7.46093e-06	    7.95455e-06	    7.99381e-07	    1.60497e-06	    8.58833e-07	    1.40211e-05	    1.53113e-05	    1.01141e-04	    1.08763e-04	    2.44221e-06	    3.83700e-06	    2.61328e-06	    2.44221e-06	    3.83700e-06	    2.61327e-06
    3.16425e-01	    1.86460e+00	    7.51139e-06	    8.00811e-06	    8.21684e-07	    1.63254e-06	    8.82764e-07	    1.41032e-05	    1.54007e-05	    1.01851e-04	    1.09522e-04	    2.48441e-06	    3.87382e-06	    2.65834e-06	    2.48440e-06	    3.87381e-06	    2.65833e-06
    3.19702e-01	    1.86460e+00	    7.56120e-06	    8.06096e-06	    8.44352e-07	    1.66040e-06	    9.07083e-07	    1.41838e-05	    1.54885e-05	    1.02553e-04	    1.10273e-04	    2.52678e-06	    3.91077e-06	    2.70358e-06	    2.52677e-06	    3.91076e-06	    2.70358e-06
    3.22984e-01	    1.86460e+00	    7.61036e-06	    8.11310e-06	    8.67383e-07	    1.68855e-06	    9.31791e-07	    1.42628e-05	    1.55745e-05	    1.03246e-04	    1.11014e-04	    2.56932e-06	    3.94785e-06	    2.74900e-06	    2.56931e-06	    3.94784e-06	    2.74900e-06
    3.26273e-01	    1.86460e+00	    7.65885e-06	    8.16453e-06	    8.90779e-07	    1.71698e-06	    9.56888e-07	    1.43402e-05	    1.56588e-05	    1.03932e-04	    1.11746e-04	    2.61202e-06	    3.98504e-06	    2.79459e-06	    2.61201e-06	    3.98504e-06	    2.79459e-06
    3.29568e-01	    1.86460e+00	    7.70667e-06	    8.21524e-06	    9.14539e-07	    1.74571e-06	    9.82374e-07	    1.44161e-05	    1.57414e-05	    1.04608e-04	    1.12470e-04	    2.65487e-06	    4.02235e-06	    2.84034e-06	    2.65487e-06	    4.02234e-06	    2.84034e-06
    3.32870e-01	    1.86460e+00	    7.75382e-06	    8.26523e-06	    9.38665e-07	    1.77472e-06	    1.00825e-06	    1.44904e-05	    1.58222e-05	    1.05277e-04	    1.13183e-04	    2.69788e-06	    4.05976e-06	    2.88625e-06	    2.69787e-06	    4.05976e-06	    2.88624e-06
    3.36178e-01	    1.86460e+00	    7.80029e-06	    8.31449e-06	    9.63155e-07	    1.80401e-06	    1.03452e-06	    1.45631e-05	    1.59013e-05	    1.05937e-04	    1.13888e-04	    2.74102e-06	    4.09727e-06	    2.93230e-06	    2.74101e-06	    4.09727e-06	    2.93229e-06
    3.39493e-01	    1.86460e+00	    7.84607e-06	    8.36301e-06	    9.88010e-07	    1.83360e-06	    1.06117e-06	    1.46342e-05	    1.59786e-05	    1.06588e-04	    1.14583e-04	    2.78429e-06	    4.13488e-06	    2.97848e-06	    2.78429e-06	    4.13487e-06	    2.97848e-06
    3.42815e-01	    1.86460e+00	    7.89116e-06	    8.41079e-06	    1.01323e-06	    1.86347e-06	    1.08821e-06	    1.47037e-05	    1.60542e-05	    1.07230e-04	    1.15269e-04	    2.82769e-06	    4.17256e-06	    3.02480e-06	    2.82769e-06	    4.17255e-06	    3.02479e-06
    3.46143e-01	    1.86460e+00	    7.93556e-06	    8.45782e-06	    1.03881e-06	    1.89362e-06	    1.11565e-06	    1.47715e-05	    1.61280e-05	    1.07864e-04	    1.15945e-04	    2.87121e-06	    4.21032e-06	    3.07124e-06	    2.87121e-06	    4.21032e-06	    3.07123e-06
    3.49478e-01	    1.86460e+00	    7.97926e-06	    8.50410e-06	    1.06476e-06	    1.92406e-06	    1.14347e-06	    1.48377e-05	    1.62000e-05	    1.08489e-04	    1.16612e-04	    2.91484e-06	    4.24816e-06	    3.11779e-06	    2.91483e-06	    4.24815e-06	    3.11778e-06
    3.52821e-01	    1.86460e+00	    8.02225e-06	    8.54961e-06	    1.09107e-06	    1.95478e-06	    1.17168e-06	    1.49023e-05	    1.62701e-05	    1.09105e-04	    1.17269e-04	    2.95857e-06	    4.28605e-06	    3.16445e-06	    2.95856e-06	    4.28604e-06	    3.16444e-06
    3.56170e-01	    1.86460e+00	    8.06453e-06	    8.59437e-06	    1.11775e-06	    1.98578e-06	    1.20027e-06	    1.49652e-05	    1.63385e-05	    1.09712e-04	    1.17916e-04	    3.00240e-06	    4.32400e-06	    3.21120e-06	    3.00239e-06	    4.32399e-06	    3.21119e-06
    3.59526e-01	    1.86460e+00	    8.10609e-06	    8.63835e-06	    1.14478e-06	    2.01707e-06	    1.22925e-06	    1.50264e-05	    1.64051e-05	    1.10310e-04	    1.18553e-04	    3.04631e-06	    4.36200e-06	    3.25804e-06	    3.04630e-06	    4.36199e-06	    3.25803e-06
    3.62890e-01	    1.86460e+00	    8.14693e-06	    8.68156e-06	    1.17218e-06	    2.04863e-06	    1.25862e-06	    1.50860e-05	    1.64698e-05	    1.10898e-04	    1.19181e-04	    3.09030e-06	    4.40003e-06	    3.30496e-06	    3.09029e-06	    4.40002e-06	    3.30495e-06
    3.66260e-01	    1.86460e+00	    8.18705e-06	    8.72399e-06	    1.19994e-06	    2.08047e-06	    1.28837e-06	    1.51439e-05	    1.65327e-05	    1.11478e-04	    1.19798e-04	    3.13436e-06	    4.43810e-06	    3.35195e-06	    3.13436e-06	    4.43809e-06	    3.35194e-06
    3.69639e-01	    1.86460e+00	    8.22643e-06	    8.76563e-06	    1.22806e-06	    2.11258e-06	    1.31850e-06	    1.52001e-05	    1.65937e-05	    1.12048e-04	    1.20406e-04	    3.17849e-06	    4.47619e-06	    3.39900e-06	    3.17848e-06	    4.47619e-06	    3.39900e-06
    3.73024e-01	    1.86460e+00	    8.26508e-06	    8.80648e-06	    1.25654e-06	    2.14497e-06	    1.34902e-06	    1.52546e-05	    1.66529e-05	    1.12609e-04	    1.21003e-04	    3.22267e-06	    4.51430e-06	    3.44611e-06	    3.22266e-06	    4.51429e-06	    3.44610e-06
    3.76417e-01	    1.86460e+00	    8.30298e-06	    8.84654e-06	    1.28537e-06	    2.17763e-06	    1.37991e-06	    1.53074e-05	    1.67102e-05	    1.13161e-04	    1.21590e-04	    3.26690e-06	    4.55242e-06	    3.49326e-06	    3.26689e-06	    4.55241e-06	    3.49326e-06
    3.79818e-01	    1.86460e+00	    8.34014e-06	    8.88579e-06	    1.31456e-06	    2.21057e-06	    1.41118e-06	    1.53585e-05	    1.67656e-05	    1.13703e-04	    1.22166e-04	    3.31117e-06	    4.59054e-06	    3.54045e-06	    3.31116e-06	    4.59053e-06	    3.54045e-06
    3.83226e-01	    1.86460e+00	    8.37654e-06	    8.92423e-06	    1.34410e-06	    2.24377e-06	    1.44283e-06	    1.54079e-05	    1.68192e-05	    1.14236e-04	    1.22733e-04	    3.35546e-06	    4.62865e-06	    3.58767e-06	    3.35546e-06	    4.62865e-06	    3.58766e-06
    3.86642e-01	    1.86460e+00	    8.41219e-06	    8.96186e-06	    1.37400e-06	    2.27723e-06	    1.47486e-06	    1.54555e-05	    1.68708e-05	    1.14759e-04	    1.23289e-04	    3.39978e-06	    4.66675e-06	    3.63490e-06	    3.39978e-06	    4.66674e-06	    3.63490e-06
    3.90066e-01	    1.86460e+00	    8.44708e-06	    8.99868e-06	    1.40424e-06	    2.31096e-06	    1.50725e-06	    1.55014e-05	    1.69206e-05	    1.15272e-04	    1.23834e-04	    3.44412e-06	    4.70483e-06	    3.68215e-06	    3.44411e-06	    4.70482e-06	    3.68214e-06
    3.93498e-01	    1.86460e+00	    8.48120e-06	    9.03467e-06	    1.43484e-06	    2.34496e-06	    1.54002e-06	    1.55455e-05	    1.69684e-05	    1.15776e-04	    1.24369e-04	    3.48845e-06	    4.74287e-06	    3.72939e-06	    3.48845e-06	    4.74286e-06	    3.72938e-06
    3.96939e-01	    1.86460e+00	    8.51456e-06	    9.06984e-06	    1.46578e-06	    2.37921e-06	    1.57316e-06	    1.55879e-05	    1.70143e-05	    1.16270e-04	    1.24893e-04	    3.53279e-06	    4.78088e-06	    3.77662e-06	    3.53278e-06	    4.78087e-06	    3.77662e-06
    4.00387e-01	    1.86460e+00	    8.54713e-06	    9.10417e-06	    1.49706e-06	    2.41372e-06	    1.60666e-06	    1.56286e-05	    1.70583e-05	    1.16753e-04	    1.25407e-04	    3.57711e-06	    4.81884e-06	    3.82384e-06	    3.57710e-06	    4.81883e-06	    3.82383e-06
    4.03843e-01	    1.86460e+00	    8.57893e-06	    9.13767e-06	    1.52869e-06	    2.44848e-06	    1.64052e-06	    1.56674e-05	    1.71004e-05	    1.17227e-04	    1.25909e-04	    3.62142e-06	    4.85674e-06	    3.87103e-06	    3.62141e-06	    4.85673e-06	    3.87102e-06
    4.07308e-01	    1.86460e+00	    8.60994e-06	    9.17032e-06	    1.56066e-06	    2.48349e-06	    1.67475e-06	    1.57046e-05	    1.71405e-05	    1.17691e-04	    1.26401e-04	    3.66569e-06	    4.89458e-06	    3.91818e-06	    3.66568e-06	    4.89457e-06	    3.91817e-06
    4.10781e-01	    1.86460e+00	    8.64017e-06	    9.20213e-06	    1.59296e-06	    2.51875e-06	    1.70933e-06	    1.57399e-05	    1.71787e-05	    1.18145e-04	    1.26882e-04	    3.70992e-06	    4.93235e-06	    3.96528e-06	    3.70992e-06	    4.93234e-06	    3.96528e-06
    4.14263e-01	    1.86460e+00	    8.66960e-06	    9.23309e-06	    1.62560e-06	    2.55426e-06	    1.74427e-06	    1.57734e-05	    1.72150e-05	    1.18589e-04	    1.27352e-04	    3.75411e-06	    4.97003e-06	    4.01233e-06	    3.75410e-06	    4.97002e-06	    4.01232e-06
    4.17753e-01	    1.86460e+00	    8.69823e-06	    9.26319e-06	    1.65857e-06	    2.59000e-06	    1.77956e-06	    1.58052e-05	    1.72492e-05	    1.19023e-04	    1.27811e-04	    3.79825e-06	    5.00763e-06	    4.05932e-06	    3.79824e-06	    5.00762e-06	    4.05931e-06
    4.21252e-01	    1.86460e+00	    8.72607e-06	    9.29244e-06	    1.69187e-06	    2.62599e-06	    1.81519e-06	    1.58351e-05	    1.72816e-05	    1.19446e-04	    1.28259e-04	    3.84231e-06	    5.04513e-06	    4.10622e-06	    3.84231e-06	    5.04512e-06	    4.10621e-06
    4.24759e-01	    1.86460e+00	    8.75309e-06	    9.32081e-06	    1.72549e-06	    2.66221e-06	    1.85118e-06	    1.58633e-05	    1.73119e-05	    1.19859e-04	    1.28695e-04	    3.88631e-06	    5.08252e-06	    4.15305e-06	    3.88630e-06	    5.08252e-06	    4.15304e-06
    4.28276e-01	    1.86460e+00	    8.77931e-06	    9.34833e-06	    1.75944e-06	    2.69865e-06	    1.88750e-06	    1.58897e-05	    1.73403e-05	    1.20262e-04	    1.29120e-04	    3.93022e-06	    5.11980e-06	    4.19977e-06	    3.93021e-06	    5.11979e-06	    4.19976e-06
    4.31802e-01	    1.86460e+00	    8.80471e-06	    9.37496e-06	    1.79370e-06	    2.73533e-06	    1.92416e-06	    1.59142e-05	    1.73667e-05	    1.20654e-04	    1.29534e-04	    3.97404e-06	    5.15696e-06	    4.24640e-06	    3.97403e-06	    5.15695e-06	    4.24639e-06
    4.35336e-01	    1.86460e+00	    8.82930e-06	    9.40072e-06	    1.82828e-06	    2.77223e-06	    1.96115e-06	    1.59369e-05	    1.73911e-05	    1.21036e-04	    1.29937e-04	    4.01776e-06	    5.19398e-06	    4.29290e-06	    4.01775e-06	    5.19397e-06	    4.29290e-06
    4.38880e-01	    1.86460e+00	    8.85306e-06	    9.42560e-06	    1.86317e-06	    2.80935e-06	    1.99847e-06	    1.59579e-05	    1.74135e-05	    1.21407e-04	    1.30328e-04	    4.06136e-06	    5.23086e-06	    4.33929e-06	    4.06135e-06	    5.23085e-06	    4.33928e-06
    4.42433e-01	    1.86460e+00	    8.87600e-06	    9.44960e-06	    1.89837e-06	    2.84668e-06	    2.03612e-06	    1.59769e-05	    1.74340e-05	    1.21767e-04	    1.30708e-04	    4.10485e-06	    5.26759e-06	    4.38554e-06	    4.10484e-06	    5.26758e-06	    4.38553e-06
    4.45995e-01	    1.86460e+00	    8.89811e-06	    9.47270e-06	    1.93387e-06	    2.88422e-06	    2.07409e-06	    1.59942e-05	    1.74524e-05	    1.22117e-04	    1.31076e-04	    4.14821e-06	    5.30417e-06	    4.43164e-06	    4.14820e-06	    5.30416e-06	    4.43164e-06
    4.49567e-01	    1.86460e+00	    8.91939e-06	    9.49491e-06	    1.96967e-06	    2.92197e-06	    2.11237e-06	    1.60097e-05	    1.74689e-05	    1.22456e-04	    1.31432e-04	    4.19143e-06	    5.34057e-06	    4.47759e-06	    4.19142e-06	    5.34056e-06	    4.47759e-06
    4.53149e-01	    1.86460e+00	    8.93983e-06	    9.51623e-06	    2.00577e-06	    2.95992e-06	    2.15097e-06	    1.60233e-05	    1.74833e-05	    1.22785e-04	    1.31777e-04	    4.23450e-06	    5.37680e-06	    4.52338e-06	    4.23449e-06	    5.37679e-06	    4.52337e-06
    4.56740e-01	    1.86460e+00	    8.95942e-06	    9.53665e-06	    2.04216e-06	    2.99807e-06	    2.18987e-06	    1.60350e-05	    1.74957e-05	    1.23102e-04	    1.32110e-04	    4.27741e-06	    5.41284e-06	    4.56899e-06	    4.27741e-06	    5.41283e-06	    4.56898e-06
    4.60341e-01	    1.86460e+00	    8.97818e-06	    9.55616e-06	    2.07883e-06	    3.03640e-06	    2.22907e-06	    1.60450e-05	    1.75062e-05	    1.23409e-04	    1.32432e-04	    4.32016e-06	    5.44868e-06	    4.61442e-06	    4.32015e-06	    5.44868e-06	    4.61441e-06
    4.63952e-01	    1.86460e+00	    8.99609e-06	    9.57476e-06	    2.11579e-06	    3.07493e-06	    2.26857e-06	    1.60531e-05	    1.75146e-05	    1.23705e-04	    1.32741e-04	    4.36273e-06	    5.48433e-06	    4.65965e-06	    4.36272e-06	    5.48432e-06	    4.65964e-06
    4.67572e-01	    1.86460e+00	    9.01315e-06	    9.59245e-06	    2.15302e-06	    3.11363e-06	    2.30836e-06	    1.60593e-05	    1.75210e-05	    1.23989e-04	    1.33038e-04	    4.40512e-06	    5.51976e-06	    4.70467e-06	    4.40511e-06	    5.51975e-06	    4.70466e-06
    4.71203e-01	    1.86460e+00	    9.02935e-06	    9.60923e-06	    2.19052e-06	    3.15251e-06	    2.34843e-06	    1.60637e-05	    1.75254e-05	    1.24263e-04	    1.33324e-04	    4.44730e-06	    5.55496e-06	    4.74948e-06	    4.44729e-06	    5.55495e-06	    4.74947e-06
    4.74844e-01	    1.86460e+00	    9.04470e-06	    9.62509e-06	    2.22829e-06	    3.19156e-06	    2.38879e-06	    1.60663e-05	    1.75277e-05	    1.24525e-04	    1.33598e-04	    4.48929e-06	    5.58994e-06	    4.79406e-06	    4.48928e-06	    5.58993e-06	    4.79405e-06
    4.78496e-01	    1.86460e+00	    9.05919e-06	    9.64003e-06	    2.26632e-06	    3.23078e-06	    2.42942e-06	    1.60670e-05	    1.75281e-05	    1.24777e-04	    1.33859e-04	    4.53105e-06	    5.62467e-06	    4.83840e-06	    4.53104e-06	    5.62466e-06	    4.83839e-06
    4.82157e-01	    1.86460e+00	    9.07281e-06	    9.65405e-06	    2.30460e-06	    3.27015e-06	    2.47031e-06	    1.60659e-05	    1.75264e-05	    1.25017e-04	    1.34108e-04	    4.57259e-06	    5.65915e-06	    4.88250e-06	    4.57258e-06	    5.65914e-06	    4.88249e-06
    4.85830e-01	    1.86460e+00	    9.08557e-06	    9.66714e-06	    2.34313e-06	    3.30968e-06	    2.51147e-06	    1.60629e-05	    1.75227e-05	    1.25246e-04	    1.34346e-04	    4.61390e-06	    5.69337e-06	    4.92634e-06	    4.61389e-06	    5.69336e-06	    4.92633e-06
    4.89512e-01	    1.86460e+00	    9.09746e-06	    9.67930e-06	    2.38191e-06	    3.34935e-06	    2.55288e-06	    1.60581e-05	    1.75170e-05	    1.25464e-04	    1.34571e-04	    4.65496e-06	    5.72732e-06	    4.96990e-06	    4.65495e-06	    5.72732e-06	    4.96989e-06
    4.93206e-01	    1.86460e+00	    9.10848e-06	    9.69053e-06	    2.42092e-06	    3.38917e-06	    2.59454e-06	    1.60514e-05	    1.75093e-05	    1.25670e-04	    1.34783e-04	    4.69576e-06	    5.76100e-06	    5.01319e-06	    4.69575e-06	    5.76099e-06	    5.01318e-06
    4.96911e-01	    1.86460e+00	    9.11863e-06	    9.70082e-06	    2.46017e-06	    3.42911e-06	    2.63644e-06	    1.60429e-05	    1.74996e-05	    1.25865e-04	    1.34984e-04	    4.73630e-06	    5.79438e-06	    5.05619e-06	    4.73629e-06	    5.79438e-06	    5.05618e-06
    5.00626e-01	    1.86460e+00	    9.12790e-06	    9.71018e-06	    2.49964e-06	    3.46919e-06	    2.67857e-06	    1.60325e-05	    1.74878e-05	    1.26049e-04	    1.35172e-04	    4.77656e-06	    5.82747e-06	    5.09889e-06	    4.77656e-06	    5.82746e-06	    5.09888e-06
    5.04353e-01	    1.86460e+00	    9.13629e-06	    9.71859e-06	    2.53933e-06	    3.50939e-06	    2.72093e-06	    1.60203e-05	    1.74741e-05	    1.26221e-04	    1.35347e-04	    4.81654e-06	    5.86025e-06	    5.14127e-06	    4.81653e-06	    5.86024e-06	    5.14126e-06
    5.08090e-01	    1.86460e+00	    9.14380e-06	    9.72607e-06	    2.57923e-06	    3.54970e-06	    2.76352e-06	    1.60062e-05	    1.74583e-05	    1.26381e-04	    1.35511e-04	    4.85623e-06	    5.89272e-06	    5.18333e-06	    4.85622e-06	    5.89271e-06	    5.18332e-06
    5.11840e-01	    1.86460e+00	    9.15043e-06	    9.73260e-06	    2.61933e-06	    3.59011e-06	    2.80631e-06	    1.59903e-05	    1.74405e-05	    1.26530e-04	    1.35661e-04	    4.89560e-06	    5.92485e-06	    5.22506e-06	    4.89560e-06	    5.92484e-06	    5.22505e-06
    5.15600e-01	    1.86460e+00	    9.15617e-06	    9.73818e-06	    2.65963e-06	    3.63063e-06	    2.84931e-06	    1.59725e-05	    1.74207e-05	    1.26668e-04	    1.35799e-04	    4.93467e-06	    5.95665e-06	    5.26645e-06	    4.93466e-06	    5.95665e-06	    5.26644e-06
    5.19372e-01	    1.86460e+00	    9.16103e-06	    9.74281e-06	    2.70013e-06	    3.67124e-06	    2.89251e-06	    1.59529e-05	    1.73989e-05	    1.26793e-04	    1.35925e-04	    4.97340e-06	    5.98811e-06	    5.30747e-06	    4.97339e-06	    5.98810e-06	    5.30747e-06
    5.23156e-01	    1.86460e+00	    9.16500e-06	    9.74650e-06	    2.74080e-06	    3.71193e-06	    2.93589e-06	    1.59315e-05	    1.73750e-05	    1.26907e-04	    1.36038e-04	    5.01180e-06	    6.01921e-06	    5.34814e-06	    5.01179e-06	    6.01920e-06	    5.34813e-06
    5.26951e-01	    1.86460e+00	    9.16807e-06	    9.74923e-06	    2.78165e-06	    3.75270e-06	    2.97946e-06	    1.59083e-05	    1.73492e-05	    1.27010e-04	    1.36139e-04	    5.04986e-06	    6.04995e-06	    5.38842e-06	    5.04985e-06	    6.04994e-06	    5.38841e-06
    5.30759e-01	    1.86460e+00	    9.17026e-06	    9.75101e-06	    2.82267e-06	    3.79354e-06	    3.02320e-06	    1.58832e-05	    1.73214e-05	    1.27101e-04	    1.36226e-04	    5.08755e-06	    6.08031e-06	    5.42832e-06	    5.08754e-06	    6.08030e-06	    5.42831e-06
    5.34578e-01	    1.86460e+00	    9.17155e-06	    9.75183e-06	    2.86385e-06	    3.83444e-06	    3.06710e-06	    1.58562e-05	    1.72916e-05	    1.27179e-04	    1.36301e-04	    5.12488e-06	    6.11028e-06	    5.46782e-06	    5.12487e-06	    6.11027e-06	    5.46781e-06
    5.38410e-01	    1.86460e+00	    9.17194e-06	    9.75169e-06	    2.90518e-06	    3.87540e-06	    3.11116e-06	    1.58275e-05	    1.72598e-05	    1.27247e-04	    1.36364e-04	    5.16184e-06	    6.13987e-06	    5.50691e-06	    5.16183e-06	    6.13986e-06	    5.50690e-06
    5.42254e-01	    1.86460e+00	    9.17144e-06	    9.75060e-06	    2.94665e-06	    3.91639e-06	    3.15536e-06	    1.57969e-05	    1.72260e-05	    1.27302e-04	    1.36413e-04	    5.19840e-06	    6.16904e-06	    5.54558e-06	    5.19839e-06	    6.16904e-06	    5.54557e-06
    5.46110e-01	    1.86460e+00	    9.17004e-06	    9.74855e-06	    2.98826e-06	    3.95743e-06	    3.19970e-06	    1.57645e-05	    1.71902e-05	    1.27345e-04	    1.36450e-04	    5.23457e-06	    6.19781e-06	    5.58381e-06	    5.23456e-06	    6.19780e-06	    5.58380e-06
